status,GT_Fault,source_name,source_url,expected_twd_name,expected_twd_url,matched_twd_name,matched_twd_url,confidence
CORRECT,NO,ประตูภายนอก UPVC ECO-DOOR UPVC2 80X200 ซม. สีขาว ไม่เจาะลูกบิด,https://www.megahome.co.th/p/1242201,ประตูภายนอก UPVC ECO DOOR รุ่น UPVC2 ขนาด 80 x 200 ซม. สีขาว (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60255374,ประตูภายนอก UPVC ECO DOOR รุ่น UPVC2 ขนาด 80 x 200 ซม. สีขาว (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60255374,100
CORRECT,NO,ประตูภายนอก UPVC ECO-DOOR UPVC2C 80X200 ซม. สีขาว ไม่เจาะลูกบิด,https://www.megahome.co.th/p/1242195,ประตูภายนอก UPVC ECO DOOR รุ่น UPVC2C ขนาด 80 x 200 ซม. สีขาว (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60255377,ประตูภายนอก UPVC ECO DOOR รุ่น UPVC2C ขนาด 80 x 200 ซม. สีขาว (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60255377,100
CORRECT,NO,ประตูห้องน้ำ UPVC ECO-DOOR PG2 70X200 ซม. สีขาว เจาะลูกบิด,https://www.megahome.co.th/p/1200647,ประตูภายใน UPVC ECO DOOR รุ่น PG2 ขนาด 70 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60368107,ประตูภายใน UPVC ECO DOOR รุ่น PG2 ขนาด 70 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60368107,100
CORRECT,NO,ประตูห้องน้ำ UPVC ECO-DOOR PD1 70X200 ซม. สีครีมเทา ทูโทน เจาะลูกบิด,https://www.megahome.co.th/p/1242188,ประตูภายใน UPVC ECO DOOR รุ่น PD1 ขนาด 70 x 200 ซม. สีครีมทูโทนเทา (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60416137,ประตูภายใน UPVC ECO DOOR รุ่น PD1 ขนาด 70 x 200 ซม. สีครีมทูโทนเทา (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60416137,100
CORRECT,NO,ประตูบานเลื่อน อะลูมิเนียม S-S มุ้ง WINDOW ASIA F10 160X205 ซม. สีขาว,https://www.megahome.co.th/p/1128473,ประตูอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 160 x 205 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60277551,ประตูอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 160 x 205 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60277551,90
CORRECT,NO,ประตูบานเลื่อน อะลูมิเนียม S-S มุ้ง WINDOW ASIA F10 200X205 ซม.สีขาว,https://www.megahome.co.th/p/1164088,ประตูอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 200 x 205 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60277552,ประตูอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 200 x 205 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60277552,95
INCORRECT,YES,ประตูบานเลื่อน อะลูมิเนียม S-S มุ้ง WINDOW ASIA F10 200X205 ซม. สีดำ,https://www.megahome.co.th/p/1164089,ประตูอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 200 x 205 ซม. สีดำ,https://www.thaiwatsadu.com/th/sku/60277559,ประตูอะลูมิเนียม บานเลื่อน 2 ช่องพร้อมมุ้งลวด WINKING รุ่น WKALBG ขนาด 200 x 205 ซม. สีดำ,https://www.thaiwatsadu.com/th/sku/60364342,95
CORRECT,NO,สีรองพื้นปูนใหม่ CAPTAIN SUPER NANO PRIMER 2.5 แกลลอน,https://www.megahome.co.th/p/1084277,รองพื้นปูนสูตรน้ำ CAPTAIN รุ่น Super Nano ขนาด 2.5 แกลลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60281732,รองพื้นปูนสูตรน้ำ CAPTAIN รุ่น Super Nano ขนาด 2.5 แกลลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60281732,100
CORRECT,NO,วงกบประตู UPVC ECO-DOOR UR-100 70x200 ซม. สีขาว,https://www.megahome.co.th/p/1200636,วงกบประตู UPVC ECO DOOR รุ่น UR-100 ขนาด 70 x 200 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60368109,วงกบประตู UPVC ECO DOOR รุ่น UR-100 ขนาด 70 x 200 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60368109,100
CORRECT,NO,วงกบประตู UPVC ECO-DOOR UR-100 80x200 ซม. สีขาว,https://www.megahome.co.th/p/1200646,วงกบประตู UPVC ECO DOOR รุ่น UR-100 ขนาด 80 x 200 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60368112,วงกบประตู UPVC ECO DOOR รุ่น UR-100 ขนาด 80 x 200 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60368112,100
CORRECT,NO,วงกบประตูไม้สังเคราะห์ WPC ECO-DOOR 80x200 ซม. สีโอ๊ค,https://www.megahome.co.th/p/1110489,วงกบประตู WPC ECO DOOR รุ่น OVSM-100 ขนาด 80 x 200 ซม. สีโอ๊ก,https://www.thaiwatsadu.com/th/sku/60281123,วงกบประตู WPC ECO DOOR รุ่น OVSM-100 ขนาด 80 x 200 ซม. สีโอ๊ก,https://www.thaiwatsadu.com/th/sku/60281123,95
CORRECT,NO,วงกบประตูไม้สังเคราะห์ WPC ECO-DOOR WR-100 80x200 ซม. สีขาว,https://www.megahome.co.th/p/1200635,วงกบประตู WPC ECO DOOR รุ่น WR-100 ขนาด 80 x 200 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60345723,วงกบประตู WPC ECO DOOR รุ่น WR-100 ขนาด 80 x 200 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60345723,100
CORRECT,NO,วงกบประตูไม้สังเคราะห์ WPC ECO-DOOR WVSM-100 70x200 ซม. สีขาว,https://www.megahome.co.th/p/1194269,วงกบประตู WPC ECO DOOR รุ่น WVSM-100 ขนาด 70 x 200 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60262060,วงกบประตู WPC ECO DOOR รุ่น WVSM-100 ขนาด 70 x 200 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60262060,100
INCORRECT,YES,วงกบประตูไม้สังเคราะห์ WPC ECO-DOOR 80x200 ซม. สีขาว,https://www.megahome.co.th/p/1110609,วงกบประตู WPC ECO DOOR รุ่น WVSM-100 ขนาด 80 x 200 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60262061,วงกบประตู WPC ECO DOOR รุ่น WR-100 ขนาด 80 x 200 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60345723,100
CORRECT,NO,สีน้ำทาฝ้า BEGER DELIGHT TITANIUM I-4444 สีเทา ด้าน 5 แกลลอน,https://www.megahome.co.th/p/1119435,สีทาฝ้าเพดาน Delight BEGER I-4444 ขนาด 5 แกลอน สี Smoky White,https://www.thaiwatsadu.com/th/sku/60151880,สีทาฝ้าเพดาน Delight BEGER I-4444 ขนาด 5 แกลอน สี Smoky White,https://www.thaiwatsadu.com/th/sku/60151880,95
CORRECT,NO,สีน้ำทาฝ้า BEGER DELIGHT TITANIUM I-3333 สีขาว ด้าน 5 แกลลอน,https://www.megahome.co.th/p/1119436,สีทาฝ้าเพดาน Delight BEGER รุ่น I-3333 ขนาด 5 แกลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60114195,สีทาฝ้าเพดาน Delight BEGER รุ่น I-3333 ขนาด 5 แกลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60114195,100
CORRECT,NO,สีน้ำทาภายนอก ชนิดกึ่งเงา CAPTAIN LONGLIFESHIELDPLUS BASE A 2.5 แกลลอน,https://www.megahome.co.th/p/1249239,สีน้ำกึ่งเงา ภายนอก CAPTAIN รุ่น LONGLIFE SHIELD+ ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60399960,สีน้ำกึ่งเงา ภายนอก CAPTAIN รุ่น LONGLIFE SHIELD+ ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60399960,100
CORRECT,NO,สีน้ำทาภายนอก NIPPON PAINT SUPER SERVE BASE A กึ่งเงา 2.5 แกลลอน,https://www.megahome.co.th/p/1236126,สีน้ำกึ่งเงา ภายนอก NIPPON รุ่น ซุปเปอร์เซิฟ ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60381992,สีน้ำกึ่งเงา ภายนอก NIPPON รุ่น ซุปเปอร์เซิฟ ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60381992,100
CORRECT,NO,สีน้ำทาภายนอก NIPPON PAINT VINILEX BASE A SG 2.5GL,https://www.megahome.co.th/p/1097900,สีน้ำกึ่งเงา ภายนอก NIPPON รุ่น วีนิเลกซ์ ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60293824,สีน้ำกึ่งเงา ภายนอก NIPPON รุ่น วีนิเลกซ์ ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60293824,100
CORRECT,NO,สีน้ำทาภายนอก JBP FUTURESHIELD BASE A กึ่งเงา 2.5 แกลลอน,https://www.megahome.co.th/p/1047666,สีน้ำทาภายนอก JBP SG รุ่น FUTURESHIELD ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60303261,สีน้ำทาภายนอก JBP SG รุ่น FUTURESHIELD ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60303261,100
CORRECT,NO,สีน้ำทาภายนอก ชนิดกึ่งเงา JBP FUTURESHIELD BASE B สีขาว 2.5 แกลลอน,https://www.megahome.co.th/p/1047469,สีน้ำทาภายนอก SG JBP รุ่น FUTURESHIELD ขนาด 2.5 แกลลอน สีเบส B,https://www.thaiwatsadu.com/th/sku/60303285,สีน้ำทาภายนอก SG JBP รุ่น FUTURESHIELD ขนาด 2.5 แกลลอน สีเบส B,https://www.thaiwatsadu.com/th/sku/60303285,100
CORRECT,NO,สีน้ำทาภายนอก ชนิดกึ่งเงา JBP FUTURESHIELD BASE C สีขาว 2.5 แกลลอน,https://www.megahome.co.th/p/1060226,สีน้ำทาภายนอก SG JBP รุ่น FUTURESHIELD ขนาด 2.5 แกลลอน สีเบส C,https://www.thaiwatsadu.com/th/sku/60303286,สีน้ำทาภายนอก SG JBP รุ่น FUTURESHIELD ขนาด 2.5 แกลลอน สีเบส C,https://www.thaiwatsadu.com/th/sku/60303286,100
CORRECT,NO,สีน้ำทาภายนอก JBP SMART COAT BASE A กึ่งเงา 2.5 แกลลอน,https://www.megahome.co.th/p/1047600,สีน้ำทาภายนอก SG JBP รุ่น SMART COAT ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60303307,สีน้ำทาภายนอก SG JBP รุ่น SMART COAT ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60303307,100
CORRECT,NO,สีน้ำทาภายนอก ชนิดเนียน JBP FUTURESHIELD BASE A สีขาว 2.5 แกลลอน,https://www.megahome.co.th/p/1047579,สีน้ำทาภายนอก SH JBP FUTURESHIELD ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60303290,สีน้ำทาภายนอก SH JBP FUTURESHIELD ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60303290,100
CORRECT,NO,สีน้ำทาภายนอก DULUX WEATHERSHIELD POWERFLEXX BASE A สีขาว เนียน 9 ลิตร,https://www.megahome.co.th/p/1030422,สีน้ำทาภายนอก กึ่งเงา DULUX รุ่น เวเธอร์ชีลด์ พาวเวอร์เฟล็ก ขนาด 9 ลิตร สีเบส A #PFSG,https://www.thaiwatsadu.com/th/sku/60267827,สีน้ำทาภายนอก กึ่งเงา DULUX รุ่น เวเธอร์ชีลด์ พาวเวอร์เฟล็ก ขนาด 9 ลิตร สีเบส A #PFSG,https://www.thaiwatsadu.com/th/sku/60267827,95
CORRECT,NO,สีน้ำทาภายนอก DULUX WEATHERSHIELD ULTIMA ADVANCE BASE A กึ่งเงา 2.5 แกลลอน,https://www.megahome.co.th/p/1193009,สีน้ำทาภายนอก กึ่งเงา DULUX รุ่น เวเธ่อร์ชีลด์ แอดวานซ์ ขนาด 9 ลิตร สีเบส A,https://www.thaiwatsadu.com/th/sku/60363150,สีน้ำทาภายนอก กึ่งเงา DULUX รุ่น เวเธ่อร์ชีลด์ แอดวานซ์ ขนาด 9 ลิตร สีเบส A,https://www.thaiwatsadu.com/th/sku/60363150,95
CORRECT,NO,สีน้ำทาภายนอก ชนิดเนียน DULUX WEATHERSHIELD ULTIMA ADVANCE BASE A สีขาว 2.5 แกลลอน,https://www.megahome.co.th/p/1193012,สีน้ำทาภายนอก เนียน DULUX รุ่น เวเธ่อร์ชีลด์ แอดวานซ์ ขนาด 9 ลิตร สีเบส A,https://www.thaiwatsadu.com/th/sku/60363187,สีน้ำทาภายนอก เนียน DULUX รุ่น เวเธ่อร์ชีลด์ แอดวานซ์ ขนาด 9 ลิตร สีเบส A,https://www.thaiwatsadu.com/th/sku/60363187,95
CORRECT,NO,สีน้ำทาภายนอก ชนิดกึ่งเงา DULUX SUPERCOTE NANOTEX BASE A 9 ลิตร,https://www.megahome.co.th/p/1017405,สีน้ำทาภายนอกชนิดกึ่งเงา DULUX SUPERCOTE NANOTEX ขนาด 9 ลิตร A915 เบส A,https://www.thaiwatsadu.com/th/sku/60233486,สีน้ำทาภายนอกชนิดกึ่งเงา DULUX SUPERCOTE NANOTEX ขนาด 9 ลิตร A915 เบส A,https://www.thaiwatsadu.com/th/sku/60233486,100
CORRECT,NO,สีน้ำทาภายใน DULUX EASY CARE PLUS BASE A สีขาว กึ่งเงา 9 ลิตร,https://www.megahome.co.th/p/1029536,สีน้ำทาภายใน กึ่งเงา DULUX ดูลักซ์ อีซี่แคร์ พลัส ขนาด 9 ลิตร สีเบส A #A909Plus,https://www.thaiwatsadu.com/th/sku/60269510,สีน้ำทาภายใน กึ่งเงา DULUX ดูลักซ์ อีซี่แคร์ พลัส ขนาด 9 ลิตร สีเบส A #A909Plus,https://www.thaiwatsadu.com/th/sku/60269510,95
CORRECT,NO,สีน้ำทาภายนอก NIPPON PAINT WEATHERBONDFLEX 9L SG BASE A,https://www.megahome.co.th/p/1170102,สีน้ำภายนอก NIPPON รุ่น เวเธอร์บอนด์ กึ่งเงา ขนาด 9 ลิตร เบส A,https://www.thaiwatsadu.com/th/sku/60336113,สีน้ำภายนอก NIPPON รุ่น เวเธอร์บอนด์ กึ่งเงา ขนาด 9 ลิตร เบส A,https://www.thaiwatsadu.com/th/sku/60336113,95
INCORRECT,YES,สีน้ำทาภายนอก NIPPON PAINT WEATHERBONDSHEEN BASE A 9L,https://www.megahome.co.th/p/1170148,สีน้ำภายนอก NIPPON รุ่น เวเธอร์บอนด์ เนียน ขนาด 9 ลิตร เบส A,https://www.thaiwatsadu.com/th/sku/60336105,สีน้ำภายนอก NIPPON รุ่น เวเธอร์บอนด์ กึ่งเงา ขนาด 9 ลิตร เบส A,https://www.thaiwatsadu.com/th/sku/60336113,95
CORRECT,NO,สีน้ำทาภายนอก DELTA SHIELD PLUS BASE A กึ่งเงา 2.5 แกลลอน,https://www.megahome.co.th/p/1099881,สีน้ำภายนอก กึ่งเงา DELTA รุ่น Deltashield+ ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60294000,สีน้ำภายนอก กึ่งเงา DELTA รุ่น Deltashield+ ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60294000,95
CORRECT,NO,สีน้ำทาภายนอก ชนิดกึ่งเงา JBP SMART SHIELD-X BASE A 2.5 แกลลอน,https://www.megahome.co.th/p/1250408,สีน้ำภายนอก กึ่งเงา JBP รุ่น Smart Shield-X ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60403996,สีน้ำภายนอก กึ่งเงา JBP รุ่น Smart Shield-X ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60403996,100
CORRECT,NO,สีน้ำทาภายนอก BEGER BEN-TONE PLUS 001 สี COOL WHITE กึ่งเงา 5 แกลลอน,https://www.megahome.co.th/p/1246543,สีน้ำภายนอก ชนิดกึ่งเงา BEGER รุ่น BEN-TONE PLUS ขนาด 5 แกลลอน สี Cool White #SG-001,https://www.thaiwatsadu.com/th/sku/60394552,สีน้ำภายนอก ชนิดกึ่งเงา BEGER รุ่น BEN-TONE PLUS ขนาด 5 แกลลอน สี Cool White #SG-001,https://www.thaiwatsadu.com/th/sku/60394552,100
CORRECT,NO,สีน้ำทาภายนอก ชนิดกึ่งเงา BEGERCOOL ALL PLUS 4400 สีขาว 5 แกลลอน,https://www.megahome.co.th/p/222550,สีน้ำกึ่งเงา ภายนอก 5 แกลลอน BEGER รุ่น COOL ALL PLUS #4400 สีขาว,https://www.thaiwatsadu.com/th/sku/60331595,สีน้ำกึ่งเงา ภายนอก 5 แกลลอน BEGER รุ่น COOL ALL PLUS #4400 สีขาว,https://www.thaiwatsadu.com/th/sku/60331595,100
CORRECT,NO,สีน้ำทาภายนอก DELTA SHIELD 4D BASE A กึ่งเงา 2.5 แกลลอน,https://www.megahome.co.th/p/1224471,สีน้ำภายนอก ชนิดกึ่งเงา DELTA รุ่น Shield 4D ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60376906,สีน้ำภายนอก ชนิดกึ่งเงา DELTA รุ่น Shield 4D ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60376906,95
CORRECT,NO,สีน้ำทาภายนอก ชนิดกึ่งเงา DULUX INSPIRE BASE A สีขาว 9 ลิตร,https://www.megahome.co.th/p/1246634,สีน้ำภายนอก ชนิดกึ่งเงา DULUX รุ่น INSPIRE ขนาด 9 ลิตร สีเบส A,https://www.thaiwatsadu.com/th/sku/60404003,สีน้ำภายนอก ชนิดกึ่งเงา DULUX รุ่น INSPIRE ขนาด 9 ลิตร สีเบส A,https://www.thaiwatsadu.com/th/sku/60404003,100
CORRECT,NO,สีน้ำทาภายนอก JOTUN JOTASHIELD ULTRA CLEAN BASE A เนียน 9 ลิตร,https://www.megahome.co.th/p/1173770,สีน้ำภายนอก ด้าน JOTUN รุ่นโจตาชิลด์อัลตร้าคลีน ขนาด 9 ลิตร สีเบส A,https://www.thaiwatsadu.com/th/sku/60343953,สีน้ำภายนอก ด้าน JOTUN รุ่นโจตาชิลด์อัลตร้าคลีน ขนาด 9 ลิตร สีเบส A,https://www.thaiwatsadu.com/th/sku/60343953,100
CORRECT,NO,สีน้ำทาภายนอก JOTUN JOTASHIELD ULTRA CLEAN BASE B เนียน 9 ลิตร,https://www.megahome.co.th/p/1173690,สีน้ำภายนอก ด้าน JOTUN รุ่นโจตาชิลด์อัลตร้าคลีน ขนาด 9 ลิตร สีเบส B,https://www.thaiwatsadu.com/th/sku/60343955,สีน้ำภายนอก ด้าน JOTUN รุ่นโจตาชิลด์อัลตร้าคลีน ขนาด 9 ลิตร สีเบส B,https://www.thaiwatsadu.com/th/sku/60343955,100
CORRECT,NO,สีน้ำทาภายนอก NIPPON PAINT JUNIOR99 สีขาว ด้าน 5 แกลลอน,https://www.megahome.co.th/p/1022249,สีน้ำภายนอก ด้าน NIPPON รุ่น จูเนียร์ 99 ขนาด 17.5 ลิตร. สี 900 ขาว,https://www.thaiwatsadu.com/th/sku/60193816,สีน้ำภายนอก ด้าน NIPPON รุ่น จูเนียร์ 99 ขนาด 17.5 ลิตร. สี 900 ขาว,https://www.thaiwatsadu.com/th/sku/60193816,100
CORRECT,NO,สีน้ำทาภายนอก ชนิดกึ่งเงา CAPTAIN MARK M910 สีขาว 17.5 ลิตร,https://www.megahome.co.th/p/1234089,สีน้ำภายนอกกึ่งเงา CAPTAIN รุ่น MARK ขนาด 5 แกลลอน สีขาว (M910),https://www.thaiwatsadu.com/th/sku/60327742,สีน้ำภายนอกกึ่งเงา CAPTAIN รุ่น MARK ขนาด 5 แกลลอน สีขาว (M910),https://www.thaiwatsadu.com/th/sku/60327742,100
INCORRECT,YES,สีน้ำทาภายนอก ชนิดกึ่งเงา JOTUN JOTASHIELD ANTIFADE BASE A 2.5 แกลลอน,https://www.megahome.co.th/p/1103963,สีน้ำภายนอกกึ่งเงา JOTUN รุ่น JOTASHIELD AF ขนาด 9 ลิตร สีเบส A,https://www.thaiwatsadu.com/th/sku/60222798,สีน้ำภายนอกเนียน JOTUN รุ่น โจตาชิลด์เฟล็กซ์ ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60000823,85
CORRECT,NO,สีน้ำทาภายนอก ชนิดกึ่งเงา JOTUN JOTASHIELD ANTIFADE BASE B 2.5 แกลลอน,https://www.megahome.co.th/p/1103944,สีน้ำภายนอกกึ่งเงา JOTUN รุ่น JOTASHIELD AF ขนาด 9 ลิตร สีเบส B,https://www.thaiwatsadu.com/th/sku/60222800,สีน้ำภายนอกกึ่งเงา JOTUN รุ่น JOTASHIELD AF ขนาด 9 ลิตร สีเบส B,https://www.thaiwatsadu.com/th/sku/60222800,90
INCORRECT,YES,สีน้ำทาภายนอก ชนิดกึ่งเงา JOTUN JOTASHIELD ANTIFADE BASE C 2.5 แกลลอน,https://www.megahome.co.th/p/1104245,สีน้ำภายนอกกึ่งเงา JOTUN รุ่น JOTASHIELD AF ขนาด 9 ลิตร สีเบส C,https://www.thaiwatsadu.com/th/sku/60222802,สีน้ำภายนอกเนียน JOTUN รุ่น โจตาชิลด์เฟล็กซ์ ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60000823,85
INCORRECT,YES,สีน้ำทาภายนอก ชนิดกึ่งเงา JOTUN TOUGH SHIELD MAX BASE A สีขาว 9 ลิตร,https://www.megahome.co.th/p/1195103,สีน้ำภายนอกกึ่งเงา JOTUN รุ่น TOUGH SHIELD MAX ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60364246,สีน้ำภายนอกด้าน JOTUN รุ่น TOUGH SHIELD MAX ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60364254,90
INCORRECT,YES,สีน้ำทาภายนอก ชนิดกึ่งเงา JOTUN TOUGH SHIELD BASE A สีขาว 9 ลิตร,https://www.megahome.co.th/p/1195079,สีน้ำภายนอกกึ่งเงา JOTUN รุ่น TOUGH SHIELD ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60364353,สีน้ำภายนอก ชนิดกึ่งเงา JOTUN รุ่น JOTASHIELD INFINITY ขนาด 9 ลิตร สีเบส A,https://www.thaiwatsadu.com/th/sku/60410712,95
