chunk,source_idx,source_name,source_brand,source_url,target_name,target_brand,target_url,expected_url,confidence,reason,gt_status
2,23,ชุดเครื่องมือช่างอเนกประสงค์ GIANT KINGKONG PRO รุ่น KKP3991M (54 ชิ้น) สีน้ำเงิน - เทา,GIANT KINGKONG PRO,https://www.thaiwatsadu.com/th/sku/60293221,ชุดเครื่องมือช่าง MATALL 53 ชิ้น/ชุด,MATALL,https://www.homepro.co.th/p/1163258,https://www.homepro.co.th/p/1163258,70,The candidate has the highest spec match percentage among the preferred brands and matches the critical product type 'tool set'. The pack count is close (53 vs 54).,CORRECT
2,26,ชั้นวางของ 3 ชั้น พร้อมล้อเลื่อน Vinter KASSA HOME รุ่น HM-ST25346-BK ขนาด 46 x 38 x 86 ซม. สีดำ,KASSA HOME,https://www.thaiwatsadu.com/th/sku/60392546,ชั้นวางของ 3 ชั้น มีล้อ STACKO ST25346 46x39.5x87 ซม. สีเทา,STACKO,https://www.homepro.co.th/p/1098200,https://www.homepro.co.th/p/1098200,85,Candidate 0 is a STACKO (preferred brand) shelving unit with identical number of tiers and very close dimensions (46x39.5 vs 46x38 and 87cm vs 86cm) resulting in a high SpecMatch of 63%.,CORRECT
2,28,โคมไฟหัวเสาภายนอก E27x1 LUZINO รุ่น JEWEL P08(CL) สีใส,LUZINO,https://www.thaiwatsadu.com/th/sku/60252718,ไฟหัวเสา CARINI HK-K2013 สีขาว/ดำ,CARINI,https://www.homepro.co.th/p/1262899,https://www.homepro.co.th/p/1262899,75,"The candidate 'ไฟหัวเสา CARINI HK-K2013' is a post lamp, matching the source product type, and is from a preferred brand (CARINI, PREFERRED#1). Although the SpecMatch is 40%, it is the best available option given the product type matches, and other candidates are either wrong product types or have lower overall relevance.",CORRECT
3,31,กระทะด้ามสเตนเลสทรงตื้น 24 ซม. Plata KASSA HOME รุ่น CC-0022 สีเงิน,KASSA HOME,https://www.thaiwatsadu.com/th/sku/60299411,กระทะตื้น 24 ซม. TEFAL EVERYDAY COOKING,TEFAL,https://www.homepro.co.th/p/1118583,https://www.homepro.co.th/p/1114764,95,"The candidate is a frying pan with the same length (24CM) as the source product, making it a strong spec match, even though the brand is not preferred.",INCORRECT
3,33,ตู้ลิ้นชักอเนกประสงค์ 4 ชั้น Rattan KASSA HOME รุ่น API-1077M4 ขนาด 40 ซม. สีขาว - เทา,KASSA HOME,https://www.thaiwatsadu.com/th/sku/60313209,ตู้ลิ้นชักหวาย 4 ชั้น ME LIVING 42x49x110 ซม. สีชมพู,ME LIVING,https://www.homepro.co.th/p/1248873,https://www.homepro.co.th/p/1248873,70,"The candidate is a preferred brand and has the highest SpecMatch (63%) with the same product type and number of tiers, which is the closest available alternative despite slightly different dimensions.",CORRECT
3,36,เตาแก๊สปิกนิก ZAGIO รุ่น ZG-1557 สีน้ำตาล,ZAGIO,https://www.thaiwatsadu.com/th/sku/60380449,เตาแก๊สปิกนิก AIKO EGP-1000 BLACK,AIKO,https://www.homepro.co.th/p/1147572,https://www.homepro.co.th/p/1147572,90,"The candidate 'เตาแก๊สปิกนิก AIKO EGP-1000 BLACK' is a 'picnic stove' with a 50% spec match, and AIKO is a preferred brand (ranked #4).",CORRECT
3,38,ไม้แขวนเสื้อหัวเหล็ก ตัวเคลือบ PVC Sandee KASSA HOME รุ่น LMS1172-2.2 (แพ็ก 6 ชิ้น) สีเขียว,KASSA HOME,https://www.thaiwatsadu.com/th/sku/60372118,ไม้แขวนเสื้อ PLIM H-059 สีขาว แพ็ก 6 ชิ้น,PLIM,https://www.homepro.co.th/p/1249480,https://www.homepro.co.th/p/1221406,95,The candidate is a hanger and has an exact match on 'pack_count' with a preferred brand (PLIM) and 100% SpecMatch.,INCORRECT
4,45,กล่องจัดระเบียบสายไฟ Namu KASSA HOME รุ่น CHG23310 ขนาด 30 x 12.3 x 11.8 ซม. สีขาว - น้ำตาล,KASSA HOME,https://www.thaiwatsadu.com/th/sku/60390769,กล่องเก็บสายไฟ STACKO 32x13.4x12.3 ซม. สีขาว,STACKO,https://www.homepro.co.th/p/1235138,https://www.homepro.co.th/p/1235138,80,"Candidate 0 is the correct product type (cable organizer) and has the highest SpecMatch% among preferred brands, with similar dimensions.",CORRECT
4,46,เครื่องตัดหญ้าสะพายบ่าแบบเครื่องยนต์ 2 จังหวะ 52 ซีซี KARTEN รุ่น CN-520 สีแดง,KARTEN,https://www.thaiwatsadu.com/th/sku/60305548,เครื่องตัดหญ้าสะพายบ่า MATALL P-MKT411 2 จังหวะ 2 แรงม้า,MATALL,https://www.homepro.co.th/p/1247818,https://www.homepro.co.th/p/1245097,70,"The candidate has the exact product type (grass trimmer), a preferred brand (MATALL), and the highest spec match percentage among relevant alternatives.",INCORRECT
4,48,ล้อยาง(นั่งร้าน)แบบเดือยหมุนได้มีเบรค GIANT KINGKONG รุ่น 1158-160 ขนาด 16 ซม. สีดำ,GIANT KINGKONG,https://www.thaiwatsadu.com/th/sku/60139194,ลูกล้อนั่งร้านยาง DEXZON เดือยหมุน มีเบรก 8 นิ้ว สีดำ,DEXZON,https://www.homepro.co.th/p/1251658,https://www.homepro.co.th/p/1144449,85,"Candidate 0 is a scaffolding caster wheel with a brake, matching the product type and a key spec (brake) of the source, and is from a preferred brand (DEXZON).",INCORRECT
4,49,คีมปรับระดับกระเบื้อง GIANT KINGKONG PRO รุ่น KK55062 ขนาด 23.5 x 11 x 2 ซม. สีน้ำเงิน,GIANT KINGKONG PRO,https://www.thaiwatsadu.com/th/sku/60312955,คีมปรับระดับกระเบื้อง TARA DL-D03W สำหรับผนัง,TARA,https://www.homepro.co.th/p/1092152,https://www.homepro.co.th/p/1092152,75,"Candidate is the same product type (tile leveling pliers) and a preferred brand (TARA), with a reasonable price, despite low spec match.",CORRECT
4,50,เก้าอี้ทานอาหารหุ้มผ้า KASSA รุ่น DC409-G สีเทา,KASSA,https://www.thaiwatsadu.com/th/sku/60349118,เก้าอี้ทานข้าว SB FURNITURE LALADA สีเทา,SB FURNITURE,https://www.homepro.co.th/p/1223708,https://www.homepro.co.th/p/1223708,75,"Candidate 3 is a dining chair from a preferred brand (SB FURNITURE) and has a 50% spec match, making it the best available option, even though full specs aren't present.",CORRECT
4,57,รถเข็นพื้นพลาสติกมือจับข้างเดียว GIANT KINGKONG รุ่น TT4150CA-3 ขนาด 150 กก. สีน้ำเงิน,GIANT KINGKONG,https://www.thaiwatsadu.com/th/sku/60311468,รถเข็น 4 ล้อ MATALL FD150 150 กก. สีดำ,MATALL,https://www.homepro.co.th/p/1028878,https://www.homepro.co.th/p/1028878,85,"Candidate is a plastic trolley with the exact same volume (150 KG) and from a preferred brand (MATALL, PREFERRED#2), although the color and model differ slightly from the source.",CORRECT
5,62,กล่องอเนกประสงค์พร้อมล้อและฝาล็อก Dino KASSA HOME รุ่น WIN-DCS904 ขนาด 340 ลิตร สีดำ,KASSA HOME,https://www.thaiwatsadu.com/th/sku/60313122,กล่องเก็บของ 340 ลิตร ME LIVING 904XL 78x96.8x85 ซม. สีดำ,ME LIVING,https://www.homepro.co.th/p/1230402,https://www.homepro.co.th/p/1230402,95,"The candidate is a storage box from a preferred brand with 100% spec match on volume, which is a critical specification. The price is also reasonably close.",CORRECT
5,63,บันไดอลูมิเนียมทรง A แบบมีถาดขึ้นลงทางเดียว 8 ขั้น GIANT KINGKONG PRO รุ่น LDA1008D สีเงิน,GIANT KINGKONG PRO,https://www.thaiwatsadu.com/th/sku/60263926,บันไดอะลูมิเนียมทรง A มีถาดวางถังสี MATALL R12208HT 8 ขั้น,MATALL,https://www.homepro.co.th/p/1227723,https://www.homepro.co.th/p/1157325,85,"Candidate 0 is an A-frame ladder with the same number of steps (8) and is from the most preferred brand (MATALL), making it the closest available alternative despite missing 'ladder_direction' spec.",INCORRECT
5,64,พรมอัดเรียบ 2 มม.(ตัดขายเป็นเมตร) GIANT KINGKONG รุ่น XW05-25M ขนาด 2 เมตร สีเทา - ดำ,GIANT KINGKONG,https://www.thaiwatsadu.com/th/sku/60223670,พรมอัดเรียบ (ตัดขายเป็นเมตร) HOME LIVING STYLE XW05 หน้ากว้าง 2 ม. สีเทา,HOME LIVING STYLE,https://www.homepro.co.th/p/1105472,https://www.homepro.co.th/p/1105472,75,"Candidate is the only one identified as 'carpet roll' and explicitly mentions 'XW05' like the source, with a preferred brand.",CORRECT
5,65,แปรงทาสีขนสัตว์ เกรด A ด้ามพลาสติก GIANT KINGKONG รุ่น C303AP3 ขนาด 2 นิ้ว สีน้ำตาล,GIANT KINGKONG,https://www.thaiwatsadu.com/th/sku/60342289,แปรงทาสีน้ำมัน FONKEY 2 นิ้ว,FONKEY,https://www.homepro.co.th/p/1158408,https://www.homepro.co.th/p/1189195,75,"Candidate is a paint brush of the same size, but not a preferred brand and likely a different bristle type (oil vs wool).",INCORRECT
5,67,โต๊ะรีดผ้า 6 ระดับ ลายดอท KASSA HOME รุ่น DOT No.3 สีเทา - เบจ,KASSA HOME,https://www.thaiwatsadu.com/th/sku/60381415,โต๊ะรีดผ้าแบบยืน 6 ระดับ ธรรมดา PLIM GEO สีเทา,PLIM,https://www.homepro.co.th/p/1266790,https://www.homepro.co.th/p/1266790,90,"The candidate has the exact same product type (ironing board), is from a preferred brand (PLIM), and has a good spec match (50%) for available information.",CORRECT
5,68,ยางรองขาเหล็กกล่อง (สวมใน) GIANT KINGKONG รุ่น B1-2 ขนาด 1 x 2 นิ้ว (แพ็ค 2 ชิ้น) สีดำ,GIANT KINGKONG,https://www.thaiwatsadu.com/th/sku/60328380,ยางรองขาโต๊ะเหลี่ยมตันสวมใน DEXZON 1X2 นิ้ว แพ็ก 4 ชิ้น,DEXZON,https://www.homepro.co.th/p/1182020,https://www.homepro.co.th/p/1182020,95,"Candidate 1 (DEXZON) is the only alternative with the exact same product type 'table leg cap' (equivalent to 'leg protector') and matching dimensions, while also being a preferred brand.",CORRECT
5,69,บันไดอลูมิเนียมทรง A แบบมีถาดขึ้นลงทางเดียว 6 ขั้น GIANT KINGKONG PRO รุ่น LDA1006D สีเงิน,GIANT KINGKONG PRO,https://www.thaiwatsadu.com/th/sku/60263924,บันไดอะลูมิเนียมทรง A มีถาดวางถังสี MATALL R12206HT 6 ขั้น,MATALL,https://www.homepro.co.th/p/1227700,https://www.homepro.co.th/p/1227700,90,The candidate is the same product type (a-frame ladder) with the same number of steps (6 steps) and is from the most preferred brand (MATALL).,CORRECT
5,71,เหล็กเพลทสี่เหลี่ยมหนา 6 มม. (เจาะรู 1.5 ซม.) GIANT KINGKONG รุ่น HSD-1075-50 ขนาด 6 x 6 นิ้ว,GIANT KINGKONG,https://www.thaiwatsadu.com/th/sku/60315068,แผ่นเหล็กเพลทเหลี่ยม (เจาะรู 3/8 นิ้ว) BIH 6X6X1/4 นิ้ว,BIH,https://www.homepro.co.th/p/1144461,https://www.homepro.co.th/p/1144461,80,"The candidate is also a 'steel plate' and has matching dimensions (6x6) with a preferred brand, despite a lower SpecMatch% due to differing hole size.",CORRECT
5,72,กล่องจัดเก็บอุปกรณ์แต่งหน้า พร้อมลิ้นชัก 3 ชั้น BELLINO KASSA HOME รุ่น UTBX-0049 ขนาด 18x9x21.5 ซม.,KASSA HOME,https://www.thaiwatsadu.com/th/sku/60367253,อุปกรณ์จัดเก็บเครื่องสำอาง ช่องใส่ต่างหู 2 ช่อง STACKO GLOSSY 18x9.5x21 ซม. สีใส,STACKO,https://www.homepro.co.th/p/1172052,https://www.homepro.co.th/p/1172052,75,"The product type 'อุปกรณ์จัดเก็บเครื่องสำอาง' is a close match to 'makeup organizer', and the dimensions are very similar (18x9 vs 18x9.5), with a preferred brand.",CORRECT
6,78,บันไดอะลูมิเนียมพร้อมถาดแบบมีด้ามจับ GIANT KINGKONG PRO รุ่น LJ105DLT2 ขนาด 5 ขั้น สีเงิน,GIANT KINGKONG PRO,https://www.thaiwatsadu.com/th/sku/60255579,บันไดอะลูมิเนียมมีถาด MATALL 5 ขั้น,MATALL,https://www.homepro.co.th/p/1157044,https://www.homepro.co.th/p/1102878,60,"The candidate is an aluminum ladder with 5 steps, matching the critical product type and step count of the source, and is a preferred brand (MATALL).",INCORRECT
6,79,ชั้นคว่ำจานสเตนเลสแบบตั้งพื้น 2 ชั้น (ใหญ่) Dante KASSA HOME รุ่น KWH-SD021 สีเงิน,KASSA HOME,https://www.thaiwatsadu.com/th/sku/60343700,ชั้นคว่ำจาน L สเตนเลส 2 ชั้น KECH HWS028,KECH,https://www.homepro.co.th/p/183697,https://www.homepro.co.th/p/183697,95,"Candidate 0 is a KECH brand dish drying rack with 2 tiers, matching the source product's type and critical spec, and KECH is a preferred brand (PREFERRED#3).",CORRECT
6,80,สายยางเด้ง 5/8 นิ้ว FONTE ยาว 20 เมตร,FONTE,https://www.thaiwatsadu.com/th/sku/60314436,สายยางม้วนทึบ PVC SPRING 5/8 นิ้วx20 ม. สีน้ำเงิน,SPRING,https://www.homepro.co.th/p/1096252,https://www.homepro.co.th/p/1096252,95,"Candidate 1 (SPRING) is a garden hose with identical size and length specifications, and SPRING is the top preferred brand. Candidate 0 (GARTENE) is also a good match but SPRING is preferred over GARTENE.",CORRECT
6,82,โคมไฟผนังภายนอก (PS) 6 นิ้ว E27x1 LUZINO รุ่น JEWEL W06(CL) สีใส,LUZINO,https://www.thaiwatsadu.com/th/sku/60252715,ไฟผนังภายนอก CARINI DL8009S-BK สีดำ,CARINI,https://www.homepro.co.th/p/1170743,https://www.homepro.co.th/p/267461,85,"Candidate 5 is a 'wall lamp' which exactly matches the product type of the source, has a preferred brand 'CARINI' (PREFERRED#1), and the highest SpecMatch% (32%) among products of the correct type and preferred brands.",INCORRECT
6,83,โคมไฟเสาสนามอลูมิเนียม E27x1 LUZINO รุ่น HANNA 5006D(BK) สีดำ,LUZINO,https://www.thaiwatsadu.com/th/sku/60257256,ไฟหัวเสา CARINI 5018S/N สีดำ,CARINI,https://www.homepro.co.th/p/1074150,https://www.homepro.co.th/p/1021139,80,"The candidate is a 'pole lamp' from a preferred brand 'CARINI', which is the closest product type and brand match available, despite a low SpecMatch indicating a lack of detailed spec overlap in the provided data.",INCORRECT
6,85,สายยางใยเชือก 1/2 นิ้ว พร้อมโรล FONTE รุ่น MG2012 ยาว 21 เมตร,FONTE,https://www.thaiwatsadu.com/th/sku/60324354,สายยางโรล SPRING RL12 GN20 1/2 นิ้วX20 ม. สีเขียว/เทา,SPRING,https://www.homepro.co.th/p/1226508,https://www.homepro.co.th/p/194138,90,"The candidate is a preferred brand (SPRING) and has the highest spec match (81%), with a very close length (20M vs 21M) and identical size/diameter.",INCORRECT
7,90,รางครอบสายไฟ GIANT KINGKONG รุ่น PVC Trunking-4 ขนาด 50 x 75 มม. 2 เมตร สีขาว,GIANT KINGKONG,https://www.thaiwatsadu.com/th/sku/60222426,รางเก็บสายไฟไวร์เวย์ PVC SCG 6x4 ซม. 2 เมตร สีขาว,SCG,https://www.homepro.co.th/p/1114394,https://www.homepro.co.th/p/1114394,70,"Candidate 1 (SCG) is the only alternative identified as a wireway/trunking, which is a similar product type to PVC trunking. While the dimensions are not an exact match (6x4 vs 50x75), the product type similarity makes it the closest option despite the dimensional difference and lower brand preference than other candidates.",CORRECT
7,92,สายรัดสายไฟ GIANT KINGKONG รุ่น HT-3.6 x 150 ขนาด 3.6 x 150 6.0 นิ้ว (แพ็ค 100 ชิ้น) สีดำ,GIANT KINGKONG,https://www.thaiwatsadu.com/th/sku/60166204,เคเบิ้ลไทร์ ELEKTRA 6 นิ้ว สีดำ (100 เส้น),ELEKTRA,https://www.homepro.co.th/p/1092047,https://www.homepro.co.th/p/1092047,75,"The candidate is also a cable tie with the same size (6 inches) and pack count (100 pieces), making it a good equivalent despite being a different brand.",CORRECT
7,95,โต๊ะพับแบบพกพา HDPE ขาปรับได้ 3 ระดับ FONTE รุ่น NZK-120H-BN ขนาด 120 x 60 x 90 ซม. สีน้ำตาล,FONTE,https://www.thaiwatsadu.com/th/sku/60379309,โต๊ะอเนกประสงค์พับครึ่ง 3 ระดับ SPRING 120 ซม. สีเทา,SPRING,https://www.homepro.co.th/p/1182198,https://www.homepro.co.th/p/1182198,70,"Candidate 14 is the only folding table and is from a preferred brand, despite a lower spec match due to missing dimension details.",CORRECT
7,96,ตาข่ายกรองแสง 50% (ม้วน) FONTE รุ่น SH-01 (ทอ 1 เข็ม) ขนาด 2 x 100 เมตร สีดำ,FONTE,https://www.thaiwatsadu.com/th/sku/60215920,สแลนม้วนกรองแสง 50 เปอร์เซ็นต์ ทอ 1 เข็ม GARTENE 2 ม.X100 หลา สีดำ,GARTENE,https://www.homepro.co.th/p/1137193,https://www.homepro.co.th/p/1137193,75,"Candidate has a preferred brand, identical product type and similar specs, despite a low SpecMatch% due to differing length units in identifiers.",CORRECT
7,98,พรมอัดลอน 2 มม.(ตัดขายเป็นเมตร) GIANT KINGKONG รุ่น XI03-25M ขนาด 2 เมตร สีเขียว - ดำ,GIANT KINGKONG,https://www.thaiwatsadu.com/th/sku/60223699,พรมอัดลอน (ตัดขายเป็นเมตร) HOME LIVING STYLE X103 หน้ากว้าง 2 ม. สีเขียว,HOME LIVING STYLE,https://www.homepro.co.th/p/1105491,https://www.homepro.co.th/p/1105491,75,"Candidate is a carpet from a preferred brand and has similar product type and a matching length spec (2M vs. 2M, though source is 25M total length).",CORRECT
7,101,เทปกาวยางบิวทิล GIANT KINGKONG รุ่น BRT15-1003 ขนาด 1.5 มม. x 10 ซม. x 3 ม. สีดำ,GIANT KINGKONG,https://www.thaiwatsadu.com/th/sku/60322594,แผ่นปิดรอยต่อกันรั่วซึม DEXZON 10 ซม.X3 ม. สีดำ,DEXZON,https://www.homepro.co.th/p/1235150,https://www.homepro.co.th/p/1235150,95,"The candidate has the highest spec match (100%), is from the most preferred brand (DEXZON), and is a waterproofing tape, which is a close equivalent to butyl rubber tape for sealing applications.",CORRECT
7,102,โคมไฟผนังภายนอกอะลูมิเนียม E27x1 LUZINO รุ่น A102-BK สีดำ - ใส,LUZINO,https://www.thaiwatsadu.com/th/sku/60392288,ไฟผนังภายนอก CARINI DL8009S-BK สีดำ,CARINI,https://www.homepro.co.th/p/1170743,https://www.homepro.co.th/p/1170743,85,"The candidate has the highest spec match (40%), is the correct product type (wall lamp), and is from the most preferred brand (CARINI).",CORRECT
7,103,ปลั๊กตัวผู้ 3P 16A 220V LUZINO รุ่น AJ-013 สีน้ำเงิน,LUZINO,https://www.thaiwatsadu.com/th/sku/60234126,เพาเวอร์ปลั๊กตัวผู้ SUMO 3 PIN P1-013 16A IP44 2P+E,SUMO,https://www.homepro.co.th/p/1140076,https://www.homepro.co.th/p/1140076,75,"The candidate is a male plug (matching product type) from a preferred brand (SUMO) with a 50% spec match, which is the best available among candidates.",CORRECT
7,104,ไม้กวาดไนล่อนพร้อมที่โกยผง KASSA HOME รุ่น CLS117026 สีเทา,KASSA HOME,https://www.thaiwatsadu.com/th/sku/60312718,ชุดไม้กวาดพร้อมที่โกยผง ACCO YJ-1862 11 นิ้ว สีครีม,ACCO,https://www.homepro.co.th/p/1083202,https://www.homepro.co.th/p/1016460,70,"Candidate 26 (ACCO) is a broom and dustpan set, matching the product type of the source, and is from a preferred brand with a 50% spec match.",INCORRECT
8,107,เกรียงโป๊วสีเหล็กด้ามพลาสติก GIANT KINGKONG PRO รุ่น H36-2.5 ขนาด 2.5 นิ้ว สีน้ำเงิน,GIANT KINGKONG PRO,https://www.thaiwatsadu.com/th/sku/60292789,เกรียงโป๊วด้ามพลาสติก MATALL 2.5 นิ้ว,MATALL,https://www.homepro.co.th/p/1167129,https://www.homepro.co.th/p/1167129,95,"The candidate is a MATALL brand (preferred), has an exact size match (2.5 inch), and a 100% spec match, despite a slight type variation (steel trowel vs spatula, which is acceptable due to High-level category match).",CORRECT
8,114,ราวแขวนตั้งพื้น 4 เส้น 0.8 ม. ยางพารา KASSA HOME ขนาด 35 x 90 x 80 ซม. สีธรรมชาติ,KASSA HOME,https://www.thaiwatsadu.com/th/sku/60277210,ราวพาดผ้าไม้ยางพารา4เส้น MINI สีธรรมชาติ PLIM,PLIM,https://www.homepro.co.th/p/1159460,https://www.homepro.co.th/p/1159460,75,"Candidate 0 is a preferred brand (PLIM) and has an exact match on '4 lines' spec, although the type is 'wooden towel rack' instead of 'floor rack' with a slightly lower SpecMatch of 31%.",CORRECT
8,116,โฟมแผ่น 1 1/2 นิ้ว GIANT KINGKONG ขนาด 60 x 120 ซม. สีขาว,GIANT KINGKONG,https://www.thaiwatsadu.com/th/sku/60175572,โฟมแผ่น PACK IN 1 1/2 นิ้วX60 ซม.X1.2 ม. สีขาว,PACK IN,https://www.homepro.co.th/p/1193332,https://www.homepro.co.th/p/1193332,95,"The candidate is a foam sheet from a preferred brand (PACK IN) with highly matching specs including size_inch and numeric values, and the product type is identical to the source.",CORRECT
8,117,ดอกสว่านเจาะดิน KARTEN รุ่น D-150 ขนาด 6 นิ้ว สีส้ม,KARTEN,https://www.thaiwatsadu.com/th/sku/60306599,ดอกสว่านเจาะดิน EUROX 6 นิ้ว,EUROX,https://www.homepro.co.th/p/1229396,https://www.homepro.co.th/p/1229396,100,"Candidate 0 is the exact product type 'earth drill bit' and matches the 'size_inch=6 inch' specification of the source product. It is also from a preferred brand (EUROX, PREFERRED#2).",CORRECT
