Product_name,Thaiwatsadu_price,Thaiwatsadu_link,HomePro_price,HomePro_link,Thaiwatsadu SKU
ล้อเก็บสายไฟเหล็ก 4 ช่อง VCT3x1.5 LUZINO รุ่น TLS-1520 ขนาด 20 ม. สีเทา,1250,https://www.thaiwatsadu.com/th/sku/60321367,1790,https://www.homepro.co.th/p/1167863,60321367
ล้อเก็บสายไฟเหล็ก 4ช่อง VCT3x1.5 LUZINO TLM-1530 30ม. เทา,1550,https://www.thaiwatsadu.com/th/sku/60321375,2290,https://www.homepro.co.th/p/1167727,60321375
ล้อเก็บสายไฟเหล็ก พร้อมเบรคเกอร์กันไฟดูด 4ช่อง LUZINO LT-RCBO-1520 20ม. 3600 วัตต์ แดง-ดำ,1988,https://www.thaiwatsadu.com/th/sku/60365959,2190,https://www.homepro.co.th/p/1176875,60365959
"ล้อเก็บสายไฟเหล็กพร้อมเบรกเกอร์กันไฟดูด กำลัง 3,600 วัตต์ LUZINO รุ่น LT-RCBO-1530 ขนาด 30 เมตร",2388,https://www.thaiwatsadu.com/th/sku/60365960,2490,https://www.homepro.co.th/p/1176803,60365960
สายรัดสายไฟ GIANT KINGKONG รุ่น HT-3.6 x 150 ขนาด 3.6 x 150 6.0 นิ้ว (แพ็ค 100 ชิ้น) สีดำ,38,https://www.thaiwatsadu.com/th/sku/60166204,59,https://www.homepro.co.th/p/1092047,60166204
สายรัดสายไฟ GIANT KINGKONG รุ่น HT-3.6 x 200 (BK) ขนาด 3.6 x 200 8.0 นิ้ว (แพ็ค 100 ชิ้น) สีดำ,43,https://www.thaiwatsadu.com/th/sku/60166205,69,https://www.homepro.co.th/p/1092084,60166205
สายรัดสายไฟ GIANT KINGKONG รุ่น HT-3.6 x 200 8 นิ้ว ขนาด 3.6 x 200 8.0 นิ้ว (แพ็ค 100 ชิ้น) สีขาว,43,https://www.thaiwatsadu.com/th/sku/60166198,69,https://www.homepro.co.th/p/1092055,60166198
สายรัดสายไฟ GIANT KINGKONG รุ่น HT-4.8 x 250 ขนาด 4.8 x 250 10 นิ้ว (แพ็ค 100 ชิ้น) สีขาว,83,https://www.thaiwatsadu.com/th/sku/60166199,99,https://www.homepro.co.th/p/1146963,60166199
สายรัดสายไฟ GIANT KINGKONG รุ่น HT-4.8 x 250 ขนาด 4.8 x 250 10 นิ้ว (แพ็ค 100 ชิ้น) สีดำ,83,https://www.thaiwatsadu.com/th/sku/60166217,125,https://www.homepro.co.th/p/1091950,60166217
สายรัดสายไฟ GIANT KINGKONG รุ่น HT-4.8 x 300 ขนาด 4.8 x 300 12 นิ้ว (แพ็ค 100 ชิ้น) สีขาว,78,https://www.thaiwatsadu.com/th/sku/60166200,129,https://www.homepro.co.th/p/1154260,60166200
สายรัดสายไฟ GIANT KINGKONG รุ่น HT-4.8 x 400 (BK) ขนาด 4.8 x 400 16 นิ้ว (แพ็ค 100 ชิ้น) สีดำ,158,https://www.thaiwatsadu.com/th/sku/60166220,169,https://www.homepro.co.th/p/1154352,60166220
สแควร์บ๊อกซ์ ตื้น GIANT KINGKONG รุ่น 52151-1/2 0.8 มม. ขนาด 4 x 4 นิ้ว สีเงิน,13,https://www.thaiwatsadu.com/th/sku/60279432,15,https://www.homepro.co.th/p/1056287,60279432
เต้ารับสามทางต้วเมียต่อกลาง 16A LUZINO รุ่น AJ-1013 กำลัง 220 โวลต์ น้ำเงิน,357,https://www.thaiwatsadu.com/th/sku/60285940,549,https://www.homepro.co.th/p/1140156,60285940
แฮนดี้บ็อกซ์ ตื้น GIANT KINGKONG รุ่น 58351-1/2*0.8 ขนาด 4 x 2 นิ้ว สีเงิน,12,https://www.thaiwatsadu.com/th/sku/60279431,12,https://www.homepro.co.th/p/1056306,60279431
แฮนดี้บ็อกซ์ ลึก GIANT KINGKONG รุ่น 58361-1/2*0.5 ขนาด 4 x 2 นิ้ว สีเงิน,13,https://www.thaiwatsadu.com/th/sku/60279422,14,https://www.homepro.co.th/p/1056307,60279422
โคมดาวน์ไลท์ติดลอยกลม 4 นิ้ว E27x1 LUZINO รุ่น MZY401-BK สีดำ,118,https://www.thaiwatsadu.com/th/sku/60320165,159,https://www.homepro.co.th/p/1081378,60320165
โคมดาวน์ไลท์ติดลอยกลม 4 นิ้ว E27x1 LUZINO รุ่น MZY401-WH สีขาว,118,https://www.thaiwatsadu.com/th/sku/60320166,208,https://www.homepro.co.th/p/1061675,60320166
โคมดาวน์ไลท์หน้ากลม 4 นิ้ว E27x1 D-Brite LUZINO รุ่น A4002-WH สีขาว,30,https://www.thaiwatsadu.com/th/sku/60240336,33,https://www.homepro.co.th/p/1052627,60240336
โคมดาวน์ไลท์หน้ากลม 4นิ้ว LED 9W DL LUZINO PN-JYX0101-9W/DL ขาว,88,https://www.thaiwatsadu.com/th/sku/60308450,109,https://www.homepro.co.th/p/1145118,60308450
โคมดาวน์ไลท์หน้ากลม 5 นิ้ว E27x1 D-Brite LUZINO รุ่น P5001-WH สีขาว,58,https://www.thaiwatsadu.com/th/sku/60247146,107,https://www.homepro.co.th/p/259317,60247146
โคมดาวน์ไลท์หน้าเหลี่ยม 4 นิ้ว E27x1 Carry LUZINO รุ่น P4003-WH สีขาว,68,https://www.thaiwatsadu.com/th/sku/60247110,99,https://www.homepro.co.th/p/274789,60247110
โคมดาวน์ไลท์หน้าเหลี่ยม 4นิ้ว LED 9W WW LUZINO PN-JYX0102-9W/WW ขาว,88,https://www.thaiwatsadu.com/th/sku/60308459,149,https://www.homepro.co.th/p/1167782,60308459
โคมดาวน์ไลท์หน้าเหลี่ยมแบบปิด 4 นิ้ว E27x1 Carry LUZINO รุ่น P4003-G-WH สีขาว,118,https://www.thaiwatsadu.com/th/sku/60247113,119,https://www.homepro.co.th/p/274799,60247113
โคมแทรคไลท์เข้ารางกลม GU5.3 LUZINO CS13-BK 10.3x5.8x14.5 ซม. ดำ,98,https://www.thaiwatsadu.com/th/sku/60392228,139,https://www.homepro.co.th/p/1223428,60392228
โคมแทรคไลท์เข้ารางกลม GU5.3 LUZINO CS13-WH 10.3x5.8x14.5 ซม. ขาว,98,https://www.thaiwatsadu.com/th/sku/60392229,139,https://www.homepro.co.th/p/1223428,60392229
โคมแทรคไลท์เข้ารางสี่เหลี่ยม GU5.3 LUZINO CS14-BK 10.3x5.8x14.5 ซม. ดำ,98,https://www.thaiwatsadu.com/th/sku/60392230,139,https://www.homepro.co.th/p/1091371,60392230
โคมแทรคไลท์เข้ารางสี่เหลี่ยม GU5.3 LUZINO CS14-WH 10.3x5.8x14.5ซม. ขาว,98,https://www.thaiwatsadu.com/th/sku/60392231,139,https://www.homepro.co.th/p/1091371,60392231
โคมแทรคไลท์เข้ารางแปดเหลี่ยม GU5.3 LUZINO CS15-BK 10.3x5.8x14.5 ซม. ดำ,98,https://www.thaiwatsadu.com/th/sku/60392232,139,https://www.homepro.co.th/p/1091353,60392232
โคมแทรคไลท์เข้ารางแปดเหลี่ยม GU5.3 LUZINO CS15-WH 10.3x5.8x14.5 ซม. ขาว,98,https://www.thaiwatsadu.com/th/sku/60392233,139,https://www.homepro.co.th/p/1091353,60392233
โคมไฟกิ่งภายนอก (1xE27) LUZINO FOURSQUARE MAN รุ่น 0314-WD(BK) ขนาด 16.5 x 18.5 x 28.5 ซม. สีดำ,880,https://www.thaiwatsadu.com/th/sku/60272307,959,https://www.homepro.co.th/p/1032597,60272307
โคมไฟกิ่งภายนอก (1xE27) LUZINO RARE HOUSE รุ่น 0288-WD(BG) ขนาด 19 x 21.5 x 27.4 ซม. สีดำ,880,https://www.thaiwatsadu.com/th/sku/60272332,959,https://www.homepro.co.th/p/1032597,60272332
โคมไฟกิ่งภายนอก (1xE27) LUZINO ROSTELLUM รุ่น 0316-WD(BK) ขนาด 16.5 x 18.5 x 28.5 ซม. สีดำ,880,https://www.thaiwatsadu.com/th/sku/60272317,879,https://www.homepro.co.th/p/1200198,60272317
โคมไฟกิ่งภายนอก E27 LUZINO รุ่น 0313-WD BK ขนาด 17.1 x 20.8 x 31.2 ซม. สีดำ,878,https://www.thaiwatsadu.com/th/sku/60370246,879,https://www.homepro.co.th/p/1200198,60370246
โคมไฟช่ออะคริลิค (E14x5) LUZINO 63221-5CL 51x51x53 ซม. ใส,1538,https://www.thaiwatsadu.com/th/sku/60263289,7551,https://www.homepro.co.th/p/1223399,60263289
โคมไฟช่อเหล็ก (E14x8) LUZINO K059-8( BK/GD) 66x66x73 ซม. ดำ-ทอง,3580,https://www.thaiwatsadu.com/th/sku/60316010,4290,https://www.homepro.co.th/p/1183199,60316010
โคมไฟตั้งพื้น E27x1 LUZINO 100-930/1F-WH 12.5x12.5x60 ซม. ขาว,558,https://www.thaiwatsadu.com/th/sku/60397553,599,https://www.homepro.co.th/p/1087090,60397553
โคมไฟถนนโซล่าเซลล์พร้อมขาจับ LED 100W DL LUZINO ST-HXT0301-100W 24.2x60x5 ซม. ดำ,1998,https://www.thaiwatsadu.com/th/sku/60357454,987,https://www.homepro.co.th/p/1206113,60357454
โคมไฟผนังภายนอก (PS) 6 นิ้ว 1xE27 LUZINO รุ่น JEWEL W06(CL) ขนาด 15 x 17 x 18.5 ซม. สีใส,138,https://www.thaiwatsadu.com/th/sku/60252715,299,https://www.homepro.co.th/p/267461,60252715
โคมไฟผนังภายนอก E27x1 LUZINO รุ่น GD002-S-JAR-W8-WH สีขาว - ใส,168,https://www.thaiwatsadu.com/th/sku/60392222,219,https://www.homepro.co.th/p/1099181,60392222
โคมไฟผนังภายนอกอลูมิเนียม 2xE27 LUZINO SUMMER PG3103/2(BK) 9x13.8x30 ซม. ดำ,498,https://www.thaiwatsadu.com/th/sku/60257198,869,https://www.homepro.co.th/p/1021175,60257198
โคมไฟผนังภายนอกอลูมิเนียม 2xE27 LUZINO รุ่น MEGAN YJ2181A/2(BK) สีดำ,580,https://www.thaiwatsadu.com/th/sku/60257207,959,https://www.homepro.co.th/p/1021174,60257207
โคมไฟผนังภายนอกอลูมิเนียม 2xE27 LUZINO รุ่น SOPHIE 2013S/2(GY) สีเทา,358,https://www.thaiwatsadu.com/th/sku/60257189,959,https://www.homepro.co.th/p/1003063,60257189
โคมไฟผนังภายนอกอลูมิเนียม 2xE27 LUZINO รุ่น SOPHIE 2013S/2-BK สีดำ,358,https://www.thaiwatsadu.com/th/sku/60257192,959,https://www.homepro.co.th/p/1003063,60257192
โคมไฟผนังภายนอกอะลูมิเนียม E27x1 LUZINO รุ่น A102-BK สีดำ - ใส,98,https://www.thaiwatsadu.com/th/sku/60392288,139,https://www.homepro.co.th/p/1170743,60392288
โคมไฟผนังภายนอกอะลูมิเนียม E27x1 LUZINO รุ่น A102-WH สีขาว - ใส,98,https://www.thaiwatsadu.com/th/sku/60392289,139,https://www.homepro.co.th/p/1170703,60392289
โคมไฟผนังภายนอกอะลูมิเนียม E27x2 LUZINO รุ่น GD-AWY32 สีดำ - ใส,498,https://www.thaiwatsadu.com/th/sku/60402137,959,https://www.homepro.co.th/p/1021210,60402137
โคมไฟผนังภายนอกอะลูมิเนียม LED 2x3W Warm White LUZINO รุ่น GD-AWZ17-BK สีดำ,498,https://www.thaiwatsadu.com/th/sku/60404640,639,https://www.homepro.co.th/p/1258892,60404640
โคมไฟผนังภายนอกอะลูมิเนียม LED 2x4W Warm White LUZINO รุ่น GD-AWZ57-8-BK สีดำ,498,https://www.thaiwatsadu.com/th/sku/60404643,529,https://www.homepro.co.th/p/1258850,60404643
โคมไฟผนังภายนอกอะลูมิเนียม LED 2x5W Warm White LUZINO รุ่น GD-AWG15-BK สีดำ,498,https://www.thaiwatsadu.com/th/sku/60404637,789,https://www.homepro.co.th/p/1247918,60404637
โคมไฟหัวเสาภายนอก (1xE27) LUZINO FOURSQUARE MAN รุ่น 0314-PF-B(BK) ขนาด 16.5 x 16.5 x 30.5 ซม. สีดำ,768,https://www.thaiwatsadu.com/th/sku/60272312,769,https://www.homepro.co.th/p/1032598,60272312
โคมไฟหัวเสาภายนอก (E27x1) LUZINO RARE HOUSE รุ่น 0288-PF-B(BG) ขนาด 19 x 19 x 23.5 ซม. สีทองรมดำ,698,https://www.thaiwatsadu.com/th/sku/60272338,699,https://www.homepro.co.th/p/1004031,60272338
โคมไฟหัวเสาภายนอก (E27x1) LUZINO RARE HOUSE รุ่น 0288-PF-B(BK) ขนาด 19 x 19 x 23.5 ซม. สีดำ,698,https://www.thaiwatsadu.com/th/sku/60272336,769,https://www.homepro.co.th/p/1032598,60272336
โคมไฟหัวเสาภายนอก 1xE27 LUZINO รุ่น JEWEL P08(BK) ขนาด 20 x 20 x 33.5 ซม. สีดำ,188,https://www.thaiwatsadu.com/th/sku/60252719,209,https://www.homepro.co.th/p/1262899,60252719
โคมไฟหัวเสาภายนอก 1xE27 LUZINO รุ่น JEWEL P08(WH) ขนาด 20 x 20 x 33.5 ซม. สีขาว,188,https://www.thaiwatsadu.com/th/sku/60252717,229,https://www.homepro.co.th/p/267464,60252717
โคมไฟหัวเสาภายนอก 1xE27 LUZINO รุ่น JEWEL P10(BK) ขนาด 25 x 25 x 34 ซม. สีดำ,228,https://www.thaiwatsadu.com/th/sku/60252746,229,https://www.homepro.co.th/p/267464,60252746
โคมไฟหัวเสาภายนอก 1xE27 LUZINO รุ่น JEWEL P10(CL) ขนาด 25 x 25 x 34 ซม. สีใส,228,https://www.thaiwatsadu.com/th/sku/60252745,229,https://www.homepro.co.th/p/267464,60252745
โคมไฟหัวเสาภายนอก 1xE27 LUZINO รุ่น JEWEL P10(WH) ขนาด 25 x 25 x 34 ซม. สีขาว,248,https://www.thaiwatsadu.com/th/sku/60252744,359.1,https://www.homepro.co.th/p/151407,60252744
โคมไฟหัวเสาภายนอก E27x1 LUZINO รุ่น GD-BL10-E27-40 สีดำ - ใส,198,https://www.thaiwatsadu.com/th/sku/60402143,349,https://www.homepro.co.th/p/1074150,60402143
โคมไฟหัวเสาภายนอก E27x1 LUZINO รุ่น IMAGINI RH1106A4(BK) สีดำ,268,https://www.thaiwatsadu.com/th/sku/60262131,425,https://www.homepro.co.th/p/1003945,60262131
โคมไฟหัวเสาภายนอก E27x1 LUZINO รุ่น JEWEL P08(CL) ขนาด 20 x 20 x 33.5 ซม. สีใส,188,https://www.thaiwatsadu.com/th/sku/60252718,209,https://www.homepro.co.th/p/1262899,60252718
โคมไฟหัวเสาภายนอก LUZINO รุ่น 0313-PFB BK ขนาด 17.5 x 17.5 x 31.3 ซม. สีดำ,878,https://www.thaiwatsadu.com/th/sku/60370247,879,https://www.homepro.co.th/p/1200199,60370247
โคมไฟอ่านหนังสือยึดสกรูน๊อต (E27x1) LUZINO MT-800 18x17x86 ซม. ดำ,298,https://www.thaiwatsadu.com/th/sku/60248939,599,https://www.homepro.co.th/p/1037429,60248939
โคมไฟเพดานพลาสติก LED 24W DL LUZINO PX-0721-340 34x34x6 ซม. ขาว,238,https://www.thaiwatsadu.com/th/sku/60405253,279,https://www.homepro.co.th/p/1173834,60405253
โคมไฟเพดานอะคริลิก LED 60W Tri-Color LESKLY LUZINO PP-0666-600(CL)/Remote 60x60x14 ซม. ใส,2780,https://www.thaiwatsadu.com/th/sku/60296298,2099,https://www.homepro.co.th/p/1108059,60296298
โคมไฟเสาสนามอลูมิเนียม 1xE27 LUZINO HANNA 5006D(BK) 15x15x60 ซม. ดำ,780,https://www.thaiwatsadu.com/th/sku/60257256,1199,https://www.homepro.co.th/p/1021139,60257256
โคมไฟเสาสูง 2xE27 LUZINO RH2074P-2 (BK) 65x25x199 ซม. ดำ,2280,https://www.thaiwatsadu.com/th/sku/60392364,3199,https://www.homepro.co.th/p/1262763,60392364
โคมไฟเสาสูง 2xE27 LUZINO รุ่น RH1876P-2-L(BK) สีดำ,2880,https://www.thaiwatsadu.com/th/sku/60322159,3799,https://www.homepro.co.th/p/1056208,60322159
โคมไฟแขวนภายนอก 1xE27 LUZINO รุ่น RH1412C(GY) สีเทาด้าน,678,https://www.thaiwatsadu.com/th/sku/60322166,679,https://www.homepro.co.th/p/1081881,60322166
โคมไฟแขวนเพดานแก้ว Tri-Color (รีโมทคอนโทรล) (LED 24W+E27x8) LUZINO 5008-600 59*59*34.5 ซม. ใส,2280,https://www.thaiwatsadu.com/th/sku/60385129,3030.5,https://www.homepro.co.th/p/1090134,60385129
โคมไฟแขวนเพดานแก้ว Tri-Color (รีโมทคอนโทรล) (LED 24W+E27x8) LUZINO 8033/600 60x60x43 ซม. ใส,2280,https://www.thaiwatsadu.com/th/sku/60311436,4999,https://www.homepro.co.th/p/1236456,60311436
โคมไฟแขวนเพดานแก้วเจียระไน (E14x5) LUZINO 19051M 40x40x36 ซม. ใส,1980,https://www.thaiwatsadu.com/th/sku/60324845,1999,https://www.homepro.co.th/p/1139880,60324845
โคมไฟแขวนเหล็ก (E27x1) LUZINO DD-I-211 41x41x39 ซม. ดำ,780,https://www.thaiwatsadu.com/th/sku/60277963,899,https://www.homepro.co.th/p/1074409,60277963
โคมไฟแขวนเหล็ก (E27x1) LUZINO F8930(BK) 30x30x26 ซม. ดำ,658,https://www.thaiwatsadu.com/th/sku/60324857,799,https://www.homepro.co.th/p/1140822,60324857
โคมไฟแขวนเหล็ก (E27x1) LUZINO SK0740/1P-WH 40x20x100 ซม. ขาว,780,https://www.thaiwatsadu.com/th/sku/60397561,499,https://www.homepro.co.th/p/1244167,60397561
โคมไฟแขวนเหล็ก (E27x1) LUZINO YD-DT1501M(BK) 36x36x25 ซม. ดำ,780,https://www.thaiwatsadu.com/th/sku/60263448,899,https://www.homepro.co.th/p/1063671,60263448
โคมไฟแขวนเหล็ก (E27x1) LUZINO YD-DT1501M(MWH) 36x36x25 ซม. ขาว,780,https://www.thaiwatsadu.com/th/sku/60263447,899,https://www.homepro.co.th/p/1063671,60263447
โคมไฟแขวนเหล็ก (E27x1) LUZINO YD-DT1504M(BK) 36x36x26 ซม. ดำ,780,https://www.thaiwatsadu.com/th/sku/60263453,799,https://www.homepro.co.th/p/1180630,60263453
โคมไฟแขวนเหล็ก (E27x1) LUZINO YD-DT1769 33x33x27 ซม. ดำ,880,https://www.thaiwatsadu.com/th/sku/60277950,899,https://www.homepro.co.th/p/1074409,60277950
โคมไฟแขวนเหล็ก E27x1 LUZINO THD20382-1 (MY) 40x40x20 ซม. ดำ-ไม้,1580,https://www.thaiwatsadu.com/th/sku/60405269,2421,https://www.homepro.co.th/p/1253670,60405269
โคมไฟแขวนแก้วเจียระไน (E14x4) LUZINO 19115M 40x40x120 ซม. ทอง - ใส,3180,https://www.thaiwatsadu.com/th/sku/60324849,3999,https://www.homepro.co.th/p/1258875,60324849
ไม้ตียุงชาร์จไฟได้ + USB LUZINO รุ่น TGX-226 สีขาว - เทา,158,https://www.thaiwatsadu.com/th/sku/60306499,269,https://www.homepro.co.th/p/1160854,60306499
กรรไกร #923 KASSA HOME 923 20 ซม. สีดำ,69,https://www.thaiwatsadu.com/th/sku/60275722,69,https://www.homepro.co.th/p/1175726,60275722
กระทะด้ามทรงตื้นเคลือบเซรามิค 26 ซม. Gracie KASSA HOME ED-0107 26x43.5x7.7 ซม. เขียว,288,https://www.thaiwatsadu.com/th/sku/60370058,429,https://www.homepro.co.th/p/1270679,60370058
กระทะด้ามทรงตื้นเคลือบเซรามิค 28 ซม. Gracie KASSA HOME ED-0108 28x45.5x8.2 ซม. เขียว,358,https://www.thaiwatsadu.com/th/sku/60370059,489,https://www.homepro.co.th/p/1270685,60370059
กระทะด้ามนอนสติ๊กทรงลึก 28 ซม. Dore KASSA HOME รุ่น L124AK-0028 สีน้ำตาล-ทอง,573,https://www.thaiwatsadu.com/th/sku/60313610,890,https://www.homepro.co.th/p/1163156,60313610
กระทะด้ามสเตนเลสทรงตื้น 24 ซม. Plata KASSA HOME รุ่น CC-0022 สีเงิน,493,https://www.thaiwatsadu.com/th/sku/60299411,690,https://www.homepro.co.th/p/1114764,60299411
กระทะย่างเหล็กหล่อเคลือบอีนาเมล24 cm. KASSA HOME 5TYG24-NPP 24.7x36x4.9 cm.ขาว,358,https://www.thaiwatsadu.com/th/sku/60395552,890,https://www.homepro.co.th/p/1226015,60395552
กล่องจัดเก็บอุปกรณ์แต่งหน้า พร้อมลิ้นชัก 3 ชั้น BELLINO KASSA HOME รุ่น UTBX-0049 ขนาด 18x9x21.5 ซม.,458,https://www.thaiwatsadu.com/th/sku/60367253,297,https://www.homepro.co.th/p/1172052,60367253
กล่องอเนกประสงค์พร้อมฝาล็อก KASSA HOME รุ่น PSM-8207 ขนาด 30 ลิตร สีเทา,148,https://www.thaiwatsadu.com/th/sku/60313992,379,https://www.homepro.co.th/p/268493,60313992
กล่องอเนกประสงค์พร้อมล้อเลื่อนและฝาล็อค KASSA HOME DCS-903 235 ลิตร 67.7x87.9x58.2 ซม. สีดำ,658,https://www.thaiwatsadu.com/th/sku/60313120,750,https://www.homepro.co.th/p/1230386,60313120
กล่องอเนกประสงค์พร้อมล้อเลื่อนและฝาล็อค KASSA HOME DCS-904 340 ลิตร 76.6x96.8x66.2 ซม. สีดำ,858,https://www.thaiwatsadu.com/th/sku/60313122,950,https://www.homepro.co.th/p/1230402,60313122
กล่องอเนกประสงค์พร้อมล้อและฝาล็อก Fiona KASSA HOME รุ่น JCJ-5112 ขนาด 30 ลิตร สีขาว,183,https://www.thaiwatsadu.com/th/sku/60075854,330,https://www.homepro.co.th/p/205254,60075854
กล่องอเนกประสงค์พร้อมล้อและฝาล็อก Fiona KASSA HOME รุ่น JCJ-5113 ขนาด 45 ลิตร สีขาว,203,https://www.thaiwatsadu.com/th/sku/60220950,289,https://www.homepro.co.th/p/1150463,60220950
กล่องอเนกประสงค์พร้อมล้อและฝาล็อก Fiona KASSA HOME รุ่น JCJ-5119 ขนาด 100 ลิตร สีขาว,298,https://www.thaiwatsadu.com/th/sku/60313145,299,https://www.homepro.co.th/p/1156107,60313145
กล่องอเนกประสงค์พร้อมล้อและฝาล็อก KASSA HOME รุ่น API-2006 ขนาด 42 ลิตร สีเทา,83,https://www.thaiwatsadu.com/th/sku/60322051,199,https://www.homepro.co.th/p/195587,60322051
กล่องอเนกประสงค์พร้อมล้อและฝาล็อก KASSA HOME รุ่น API-2008 ขนาด 100 ลิตร สีเทา,198,https://www.thaiwatsadu.com/th/sku/60122984,299,https://www.homepro.co.th/p/1141879,60122984
กล่องอเนกประสงค์พร้อมล้อและฝาล็อก KASSA HOME รุ่น KPC K70B ขนาด 70 ลิตร สีดำ,158,https://www.thaiwatsadu.com/th/sku/60304730,299,https://www.homepro.co.th/p/195586,60304730
กล่องอเนกประสงค์พร้อมล้อและฝาล็อก KASSA HOME รุ่น KPC-K40B ขนาด 40 ลิตร สีดำ,103,https://www.thaiwatsadu.com/th/sku/60234565,199,https://www.homepro.co.th/p/195587,60234565
กล่องอเนกประสงค์พร้อมล้อและฝาล็อก Q95 KASSA HOME รุ่น PSM-8101 ขนาด 104 ลิตร สีเทา,198,https://www.thaiwatsadu.com/th/sku/60258077,299,https://www.homepro.co.th/p/1141879,60258077
กล่องอเนกประสงค์พร้อมล้อและฝาล็อก Q95 KASSA HOME รุ่น PSM-8203 ขนาด 77 ลิตร สีเทา,248,https://www.thaiwatsadu.com/th/sku/60240768,269,https://www.homepro.co.th/p/1120065,60240768
กล่องอเนกประสงค์พร้อมล้อและฝาล็อค 100 ลิตร Flora KASSA HOME JCJ-5119-2 72.9x46.9x47.4 ซม. ขาว,358,https://www.thaiwatsadu.com/th/sku/60419263,590,https://www.homepro.co.th/p/1269925,60419263
กล่องอเนกประสงค์พร้อมล้อและฝาล็อค 49 ลิตร Q95 KASSA HOME PSM-8107 56x39.5x33.5 ซม. เทา,148,https://www.thaiwatsadu.com/th/sku/60313996,99,https://www.homepro.co.th/p/1120669,60313996
กล่องอเนกประสงค์พร้อมล้อและฝาล็อค 70 ลิตร Camping KASSA HOME JCJ-5518 64.4x43x45.4 ซม. ครีม,358,https://www.thaiwatsadu.com/th/sku/60423986,490,https://www.homepro.co.th/p/1269941,60423986
กล่องอเนกประสงค์แบบพับได้เปิดหน้า พร้อมฝาไม้ 65ลิตร Camping KASSA HOME BFPD047 59.5x41.5x34.5ซม.ครีม,598,https://www.thaiwatsadu.com/th/sku/60393708,690,https://www.homepro.co.th/p/1260799,60393708
กล่องเก็บสายไฟ Namu KASSA HOME CHG23310 30x12.30x11.80 ซม. ขาว-น้ำตาล,128,https://www.thaiwatsadu.com/th/sku/60390769,199,https://www.homepro.co.th/p/1235138,60390769
กล่องเก็บเครื่องสำอางและอุปกรณ์แต่งหน้า BELLINO KASSA HOME รุ่น UTBX-0051 ขนาด 29.5 x 17.5 x 36 ซม.,658,https://www.thaiwatsadu.com/th/sku/60367254,497,https://www.homepro.co.th/p/1179052,60367254
