status,source_name,source_url,expected_twd_name,expected_twd_url,matched_twd_name,matched_twd_url,confidence,retailer,error_type
INCORRECT,สีน้ำทาภายนอก JBP SMART SHIELD-X ALL SURFACE BASE A ซาติน 2.5 แกลลอน,https://www.homepro.co.th/p/1265100,สีน้ำภายนอก ชนิดเนียน JBP รุ่น SMART SHIELD-X COSMIC ALL SURFACE ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60412276,สีน้ำภายนอก ชนิดเนียน JBP รุ่น Smart Shield-X ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60410722,95,homepro,NEEDS_REVIEW
INCORRECT,สีน้ำทาภายนอก ชนิดกึ่งเงา JOTUN TOUGH SHIELD BASE B สีขาว 9 ลิตร,https://www.homepro.co.th/p/1195080,สีน้ำภายนอกกึ่งเงา JOTUN รุ่น TOUGH SHIELD ขนาด 2.5 แกลลอน สีเบส B,https://www.thaiwatsadu.com/th/sku/60364355,สีน้ำภายนอก ชนิดกึ่งเงา JOTUN รุ่น JOTASHIELD INFINITY ขนาด 9 ลิตร สีเบส B,https://www.thaiwatsadu.com/th/sku/60410714,95,homepro,AI_ERROR_SIZE
INCORRECT,สีน้ำทาภายนอก ชนิดกึ่งเงา JOTUN JOTASHIELD ANTIFADE BASE A 2.5 แกลลอน,https://www.homepro.co.th/p/1103963,สีน้ำภายนอกกึ่งเงา JOTUN รุ่น JOTASHIELD AF ขนาด 9 ลิตร สีเบส A,https://www.thaiwatsadu.com/th/sku/60222798,สีน้ำภายนอกเนียน JOTUN รุ่น โจตาชิลด์เฟล็กซ์ ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60000823,95,homepro,AI_ERROR_SIZE
INCORRECT,สีน้ำทาภายนอก ชนิดกึ่งเงา JOTUN TOUGH SHIELD BASE A สีขาว 9 ลิตร,https://www.homepro.co.th/p/1195079,สีน้ำภายนอกกึ่งเงา JOTUN รุ่น TOUGH SHIELD ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60364353,สีน้ำภายนอก ชนิดกึ่งเงา JOTUN รุ่น JOTASHIELD INFINITY ขนาด 9 ลิตร สีเบส A,https://www.thaiwatsadu.com/th/sku/60410712,95,homepro,AI_ERROR_SIZE
INCORRECT,สีน้ำทาภายนอก ชนิดกึ่งเงา JOTUN TOUGH SHIELD MAX BASE A สีขาว 9 ลิตร,https://www.homepro.co.th/p/1195103?srsltid=AfmBOookph5UcGuE6KQjC2Zes6uyEun6arnGNPF-lxsTzH7YP9m0nQfR,สีน้ำภายนอกด้าน JOTUN รุ่น TOUGH SHIELD MAX ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60364254,สีน้ำภายนอกกึ่งเงา JOTUN รุ่น JOTASHIELD AF ขนาด 9 ลิตร สีเบส A,https://www.thaiwatsadu.com/th/sku/60222798,90,homepro,AI_ERROR_SIZE
INCORRECT,สีน้ำทาภายใน ชนิดเนียน TOA ORGANIC CARE BASE A 9 ลิตร,https://www.homepro.co.th/p/1185210,สีน้ำภายใน ชนิดกึ่งเงา TOA รุ่น Organic Care ขนาด 9 ลิตร สีเบส A,https://www.thaiwatsadu.com/th/sku/60385628,TOA สีน้ำภายใน เนียน ORGANIC CARE ขนาด 9 ลิตร สีเบส A (#000A),https://www.thaiwatsadu.com/th/sku/60353651,100,homepro,AI_ERROR_FINISH
INCORRECT,สีน้ำทาภายนอก DELTA NATIONAL SHIELD BASE A กึ่งเงา 2.5 แกลลอน,https://www.homepro.co.th/p/1099871,สีน้ำอะคริลิกกึ่งเงา NATIONAL SHIELD รุ่น เบส A ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60284265,สีน้ำภายนอก กึ่งเงา DELTA รุ่น Chill Shield ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60318249,95,homepro,NEEDS_REVIEW
INCORRECT,สีน้ำทาภายนอก ชนิดด้าน BEGER COOL DIAMONDSHIELD 15 BASE A 2.5 แกลลอน,https://www.homepro.co.th/p/1050231,สีน้ำเนียน ภายนอก 9 ลิตร BEGER รุ่น COOL DIAMONDSHIELD เกรด 15 ปี สีเบส A,https://www.thaiwatsadu.com/th/sku/60262257,สีน้ำกึ่งเงา ภายนอก 9 ลิตร BEGER รุ่น COOL DIAMONDSHIELD เกรด 15 ปี สีเบส A,https://www.thaiwatsadu.com/th/sku/60262249,90,homepro,AI_ERROR_FINISH
INCORRECT,สีน้ำทาภายนอก TOA SUPERSHIELD สีขาว #100 กึ่งเงา 5 แกลลอน,https://www.homepro.co.th/p/91884,สีน้ำเนียน ภายนอก TOA รุ่น Supershield ขนาด 5 แกลลอน สี S100 ขาว,https://www.thaiwatsadu.com/th/sku/60000896,สีน้ำกึ่งเงา ภายนอก TOA รุ่น Supershield ขนาด 5 แกลลอน สี G100 ขาว,https://www.thaiwatsadu.com/th/sku/60000822,100,homepro,AI_ERROR_FINISH
INCORRECT,สีน้ำทาภายนอก ชนิดกึ่งเงา NIPPON PAINT HYBRIDSHIELD BASE D สีขาว 2.5 แกลลอน,https://www.homepro.co.th/p/1142412?srsltid=AfmBOoqcscfaKL0chJcoM_lbXuwdr6mZi-tPzm1gG1oGAsvjWgyN4g4O,สีภายนอกไฮบริดชิลด์กึ่งเงา NIPPON รุ่น HYBRIDSHIELD SG ขนาด 2.5 แกลลอน สีเบส C,https://www.thaiwatsadu.com/th/sku/60316890,สีภายนอกไฮบริดชิลด์กึ่งเงา NIPPON รุ่น HYBRIDSHIELD SG ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60316887,95,homepro,NEEDS_REVIEW
INCORRECT,สีน้ำทาภายใน NIPPON PAINT HYBRIDSHIELD BASE A กึ่งเงา 2.5 แกลลอน,https://www.homepro.co.th/p/1142340,สีภายในไฮบริดชิลด์กึ่งเงา NIPPON รุ่น HYBRIDSHIELD SG ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60316874,สีน้ำภายนอก ชนิดด้าน NIPPON PAINT รุ่น HYBRIDSHIELD ขนาด 2.5 แกลลอน สีเบส A,https://www.thaiwatsadu.com/th/sku/60403810,95,homepro,AI_ERROR_FINISH
INCORRECT,สีรองพื้นอเนกประสงค์ NIPPON PAINT FLEXISEAL 20 กก.,https://www.homepro.co.th/p/290960,สีรองพื้นปูนเก่า ผนังภายนอก NIPPON รุ่น เฟล็กซี่ ซีล ขนาด 20 กก. สีขาว,https://www.thaiwatsadu.com/th/sku/60207245,สีรองพื้นปูนใหม่ สูตรน้ำมัน NIPPON รุ่น ควิก ซิลเลอร์ ขนาด 5 แกลลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60386222,70,homepro,AI_ERROR_SIZE
INCORRECT,สีรองพื้นปูนใหม่ TOA HOMECOTE 1000 ด้าน 5 แกลลอน,https://www.homepro.co.th/p/1231878,สีรองพื้นปูนใหม่ HOMECOTE ขนาด 5 แกลอน สี 0000 ขาว,https://www.thaiwatsadu.com/th/sku/60184893,สีรองพื้นปูนอเนกประสงค์ TOA รุ่น QUICK PRIMER ขนาด 5 แกลลอน สีขาว #1000,https://www.thaiwatsadu.com/th/sku/60106837,90,homepro,AI_ERROR_FINISH
INCORRECT,สีเคลือบกันสนิม TOA เป็ดหงส์ 2 IN 1 สีดำ M818 1 แกลลอน,https://www.homepro.co.th/p/1118476,สีเคลือบกันสนิม ชนิดด้าน MANDARIN รุ่น MD 2IN1 RUSTTECH ขนาด 1 แกลลอน สี Flat Black #M818,https://www.thaiwatsadu.com/th/sku/60302702,สีน้ำมันทับหน้าและรองพื้น ชนิดเงา TOA รุ่น Glipton 2in1 ขนาด 1 แกลลอน สีดำ #GG800,https://www.thaiwatsadu.com/th/sku/60381986,90,homepro,AI_ERROR_FINISH
INCORRECT,หน้าต่างเลื่อน UPVC S-S มุ้ง WINDOW ASIA ECO 100X100 ซม. สีขาว,https://www.homepro.co.th/p/1165800,หน้าต่างอะลูมิเนียมบานเลื่อน 2 บาน พร้อมมุ้ง SS FRAMEX รุ่น ECO ขนาด 100 x 100 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60400218,หน้าต่างบานเลื่อน UPVC ECO 60 FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 100 x 100 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60385549,95,homepro,NEEDS_REVIEW
INCORRECT,หน้าต่างบานเลื่อน UPVC S-S มุ้ง HOFFEN 120X110 ซม. สีขาว,https://www.homepro.co.th/p/1172337,หน้าต่างอะลูมิเนียมบานเลื่อน NK รุ่น 2 บาน ขนาด 120 x 108.5 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60317986,หน้าต่าง UPVC 2 บาน พร้อมมุ้ง FRAMEX ขนาด 120 x 110 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60365140,90,homepro,NEEDS_REVIEW
INCORRECT,หน้าต่างบานเลื่อน อะลูมิเนียม S-S มุ้ง AZLE 120X110 ซม. สีชา,https://www.homepro.co.th/p/1182995,หน้าต่างอะลูมิเนียมบานเลื่อน NK รุ่น 2 บาน พร้อมมุ้ง กระจกชา ขนาด 120 x 108.5 ซม. สีชา,https://www.thaiwatsadu.com/th/sku/60157191,หน้าต่างอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 120 x 110 ซม. สีน้ำตาล,https://www.thaiwatsadu.com/th/sku/60385491,95,homepro,NEEDS_REVIEW
INCORRECT,หน้าต่างบานเลื่อน อะลูมิเนียม S-S มุ้ง AZLE 120x110 ซม. สีขาว,https://www.homepro.co.th/p/1182932,หน้าต่างอะลูมิเนียมบานเลื่อน NK รุ่น 2 บาน พร้อมมุ้ง ขนาด 120 x 108.5 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60263784,หน้าต่างอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 120 x 110 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60277548,95,homepro,NEEDS_REVIEW
INCORRECT,หน้าต่างบานเลื่อน อะลูมิเนียม S-S AZLE 100x100 ซม. สีชา,https://www.homepro.co.th/p/1182992,หน้าต่างอะลูมิเนียมบานเลื่อน NK รุ่น 2 บานไม่มีมุ้งลวด ขนาด 100 x 99 ซม. สีชา,https://www.thaiwatsadu.com/th/sku/60270821,หน้าต่างบานเลื่อน UPVC ECO 60 FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 100 x 100 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60385549,85,homepro,AI_ERROR_FINISH
INCORRECT,ไม้พื้น THAISUN 13.5X240X2.5 ซม. สีน้ำตาลแดง,https://www.homepro.co.th/p/1016940,ไม้พื้น ลายร่อง-ลายไม้ WPC THAISUN ขนาด 13.5 x 240 x 2.5 ซม.. สีโอ๊ก,https://www.thaiwatsadu.com/th/sku/60415936,ไม้พื้น WPC THAISUN รุ่น ลายร่อง-ลายไม้ ขนาด 13.5 x 240 x 2.5 ซม. สีน้ำตาลแดง,https://www.thaiwatsadu.com/th/sku/60375384,95,homepro,NEEDS_REVIEW
INCORRECT,กลอนห้องน้ำ STATUS SOLEX OC6N 6 นิ้ว สีสเตนเลส,https://www.homepro.co.th/p/1169915,กลอนห้องน้ำมีสัญลักษณ์สเตนเลส 304 SOLEX รุ่น OC6N ขนาด 54 มม. สีสเตนเลส,https://www.thaiwatsadu.com/th/sku/60324926,กลอนห้องน้ำสเตนเลส 304 มีสัญลักษณ์ SOLEX รุ่น OC7N จาน 64 มม. สีสเตนเลส,https://www.thaiwatsadu.com/th/sku/60287112,95,homepro,NEEDS_REVIEW
INCORRECT,กาวพลังตะปูสูตรน้ำมัน PATTEX PL60 400 ก. สีน้ำตาล,https://www.homepro.co.th/p/228953,กาวตะปูสูตรน้ำมัน PATTEX รุ่น PL60 1922470 ขนาด 300 มล. สีครีม,https://www.thaiwatsadu.com/th/sku/60133205,กาวตะปู สูตรน้ำ PL50 PATTEX รุ่น 2408140 ขนาด 400 กรัม สีขาว,https://www.thaiwatsadu.com/th/sku/60009348,95,homepro,AI_ERROR_FINISH
INCORRECT,กาวยางติดลามิเนต DUNLOP 3 กก.,https://www.homepro.co.th/p/20340,กาวยาง DUNLOP ขนาด 3 กก. สีแดง,https://www.thaiwatsadu.com/th/sku/60009207,กาวยาง DUNLOP ขนาด 3 กก. สีเขียว,https://www.thaiwatsadu.com/th/sku/60292162,100,homepro,NEEDS_REVIEW
INCORRECT,เหล็กรัดท่อ FITT HC-003 3/4 นิ้ว,https://www.homepro.co.th/p/203877,คลิปรัดท่อชุบรุ้งทอง ORBIT รุ่น 1X ขนาด 28 - 41 มม. สีซิงค์รุ้ง,https://www.thaiwatsadu.com/th/sku/60260253,ข้อต่อตรงหนา SCG ขนาด 3/4 นิ้ว สีฟ้า,https://www.thaiwatsadu.com/th/sku/60378328,70,homepro,NEEDS_REVIEW
INCORRECT,ชุดตัดแก๊ส KOVET ALIBABA LPG 62-3F กล่องพลาสติก,https://www.homepro.co.th/p/1233085,ชุดตัด ARCTECH 60185057,https://www.thaiwatsadu.com/th/sku/60185057,ชุดตัด SUMO รุ่น 62-3F ขนาด 50 x 8 x 23 ซม. สีทอง,https://www.thaiwatsadu.com/th/sku/60296303,95,homepro,NEEDS_REVIEW
INCORRECT,ไขควงSTANLEY 5 ชิ้น/ชุด,https://www.homepro.co.th/p/1105849,ชุดไขควง STANLEY รุ่น STMT66671 (แพ็ก 4 ชิ้น) สีดำ - เหลือง,https://www.thaiwatsadu.com/th/sku/60290783,ชุดไขควง STANLEY รุ่น STMT66672 (แพ็ก 6 ชิ้น) สีดำ - เหลือง,https://www.thaiwatsadu.com/th/sku/60013387,85,homepro,NEEDS_REVIEW
