status,GT_Fault,source_name,source_url,expected_twd_name,expected_twd_url,matched_twd_name,matched_twd_url,confidence
CORRECT,NO,น้ำมันสน TOA SHARKS ขวดใหญ่,https://www.homepro.co.th/p/15074,น้ำมันสน SHARK รุ่นขวดใหญ่ สีใส 0TUR,https://www.thaiwatsadu.com/th/sku/60001746,น้ำมันสน SHARK รุ่นขวดใหญ่ สีใส 0TUR,https://www.thaiwatsadu.com/th/sku/60001746,95
CORRECT,NO,น้ำมันสน TOA SHARKS 1 ปี๊ป,https://www.homepro.co.th/p/15076,น้ำมันสน SHARK รุ่นปิ๊ป ขนาด 11 กก. สีใส (#0TUR),https://www.thaiwatsadu.com/th/sku/60001730,น้ำมันสน SHARK รุ่นปิ๊ป ขนาด 11 กก. สีใส (#0TUR),https://www.thaiwatsadu.com/th/sku/60001730,95
CORRECT,NO,น้ำยากำจัดปลวก CHAINDRITE STEDFAST 30 SC 5 ลิตร,https://www.homepro.co.th/p/15441,น้ำยา ราดพื้นสเตดฟาส CHAINDRITE รุ่น 30SC ขนาด 5 ลิตร. สีขาว,https://www.thaiwatsadu.com/th/sku/60125511,น้ำยา ราดพื้นสเตดฟาส CHAINDRITE รุ่น 30SC ขนาด 5 ลิตร. สีขาว,https://www.thaiwatsadu.com/th/sku/60125511,95
CORRECT,NO,สีรองพื้นปูนเก่า CAPTAIN REPAINT 5 แกลลอน,https://www.homepro.co.th/p/266430,น้ำยาปรับสภาพปูนเก่า REPAINT รุ่น 2000 ขนาด 5 แกลลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60165342,น้ำยาปรับสภาพปูนเก่า REPAINT รุ่น 2000 ขนาด 5 แกลลอน สีขาว,https://www.thaiwatsadu.com/th/sku/60165342,95
CORRECT,NO,สีรองพื้นปูนเก่า TOA 4 SEASONS SUPER PRIMER 5 แกลลอน,https://www.homepro.co.th/p/267920,น้ำยารองพื้นปูนเก่า TOA รุ่น 4 Seasons ขนาด 5 แกลลอน สี 0CON ใส,https://www.thaiwatsadu.com/th/sku/60161797,น้ำยารองพื้นปูนเก่า TOA รุ่น 4 Seasons ขนาด 5 แกลลอน สี 0CON ใส,https://www.thaiwatsadu.com/th/sku/60161797,100
CORRECT,NO,น้ำยาลอกสี BEGER UNISOFT 9119 1 แกลลอน,https://www.homepro.co.th/p/144308?srsltid=AfmBOopiDt6gZrS7WXKMd-qR310iGd-S2XahezfcbpuXC_myByBhdyiM,น้ำยาลอกสี (ยูนีซ็อฟ) BEGER ขนาด 1 แกลลอน,https://www.thaiwatsadu.com/th/sku/60001122,น้ำยาลอกสี (ยูนีซ็อฟ) BEGER ขนาด 1 แกลลอน,https://www.thaiwatsadu.com/th/sku/60001122,100
CORRECT,NO,น้ำยาลอกสี TOA PAINT REMOVER 1 แกลลอน,https://www.homepro.co.th/p/22465?srsltid=AfmBOop6CfR-5s4xhXDfUDohueharrCN0mATWoLcF4i2vzZ5suslOFyb,น้ำยาลอกสี TOA ขนาด 1 แกลอน สีใส #0REM,https://www.thaiwatsadu.com/th/sku/60001143,น้ำยาลอกสี TOA ขนาด 1 แกลอน สีใส #0REM,https://www.thaiwatsadu.com/th/sku/60001143,95
CORRECT,NO,น้ำยาเคลือบเงา TOA A100 1 แกลลอน,https://www.homepro.co.th/p/1005037,น้ำยาเคลือบเงาใสกันซึม TOA รุ่น 100 ขนาด 1 แกลลอน สี Gloss,https://www.thaiwatsadu.com/th/sku/60225255,น้ำยาเคลือบเงาใสกันซึม TOA รุ่น 100 ขนาด 1 แกลลอน สี Gloss,https://www.thaiwatsadu.com/th/sku/60225255,100
INCORRECT,YES,ประตูห้องน้ำ UPVC ECO-DOOR PD1 70X200 ซม. สีครีมเทา ทูโทน เจาะลูกบิด,https://www.homepro.co.th/p/1242188?lang=th&gad_source=1&gclid=CjwKCAjwufq2BhAmEiwAnZqw8qiMNsXUEi3t54lgsN0ywRScX_MvmA052OgR1t9f6P7kNuQMy4et5RoCtzAQAvD_BwE,ประตูภายใน UPVC ECO DOOR รุ่น PB1 ขนาด 70 x 200 ซม. สีเทาอ่อนทูโทนเทาเข้ม (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60412569,ประตูภายใน UPVC ECO DOOR รุ่น PD1 ขนาด 70 x 200 ซม. สีครีมทูโทนเทา (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60416137,100
CORRECT,NO,ประตูภายใน WPC ECO-DOOR WP2 80X200 ซม.,https://www.homepro.co.th/p/1248950?lang=th&gad_source=1&gclid=Cj0KCQjw05i4BhDiARIsAB_2wfDATx6BGREt4tyufA4UOS9T2A1HhZg7KsEEuvH-zTT-U2il7uGT0rcaAt3-EALw_wcB,ประตูภายใน WPC ECO DOOR รุ่น WP2 ขนาด 80 x 200 ซม. สีครีมทูโทนโอ๊ก (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60416139,ประตูภายใน WPC ECO DOOR รุ่น WP2 ขนาด 80 x 200 ซม. สีครีมทูโทนโอ๊ก (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60416139,100
CORRECT,NO,ประตูภายใน WPC ECO-DOOR WP1 80X200 ซม.,https://www.homepro.co.th/p/1248949,ประตูภายใน WPC ปิดผิว PVC FILM ECO DOOR รุ่น WP1 ขนาด 80 x 200 ซม. สีเทาทูโทนเทาเข้ม (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60406944,ประตูภายใน WPC ปิดผิว PVC FILM ECO DOOR รุ่น WP1 ขนาด 80 x 200 ซม. สีเทาทูโทนเทาเข้ม (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60406944,100
INCORRECT,YES,ประตูบานเลื่อน UPVC S-S มุ้ง WINDOW ASIA 200X205 ซม. สีขาว,https://www.homepro.co.th/p/1165985,ประตูบานเลื่อน 2 บาน UPVC พร้อมมุ้งลวด WINSTAR ขนาด 200 x 205 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60334809,ประตูบานเลื่อน UPVC 2 บานพร้อมมุ้ง FRAMEX ขนาด 200 x 205 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60365148,95
CORRECT,NO,ประตูภายนอก UPVC PARAZZO PUV03 80X200 ซม. สี PINK GOLD เจาะลูกบิด,https://www.homepro.co.th/p/1110131,ประตูภายนอก UPVC CONNEX รุ่น CVA03 ขนาด 80 x 200 ซม. สีโรสโกลด์ (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60364318,ประตูภายนอก UPVC CONNEX รุ่น CVA03 ขนาด 80 x 200 ซม. สีโรสโกลด์ (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60364318,95
CORRECT,NO,ประตูห้องน้ำ UPVC ECO-DOOR TLW 70X200 ซม. สีขาว เจาะลูกบิด,https://www.homepro.co.th/p/1234741,ประตูภายนอก UPVC ECO DOOR รุ่น TLW ขนาด 70 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60387831,ประตูภายนอก UPVC ECO DOOR รุ่น TLW ขนาด 70 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60387831,100
CORRECT,NO,ประตูภายนอก UPVC เจาะลูกบิด ECO-DOOR TLW 80x200 ซม. สีขาว,https://www.homepro.co.th/p/1200774,ประตูภายนอก UPVC ECO DOOR รุ่น TLW ขนาด 80 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60387911,ประตูภายนอก UPVC ECO DOOR รุ่น TLW ขนาด 80 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60387911,100
CORRECT,NO,ประตูภายนอก UPVC ECO-DOOR UPVC2 80X200 ซม. สีขาว ไม่เจาะลูกบิด,https://www.homepro.co.th/p/1242201,ประตูภายนอก UPVC ECO DOOR รุ่น UPVC2 ขนาด 80 x 200 ซม. สีขาว (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60255374,ประตูภายนอก UPVC ECO DOOR รุ่น UPVC2 ขนาด 80 x 200 ซม. สีขาว (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60255374,100
CORRECT,NO,ประตูภายนอก UPVC ECO-DOOR UPVC2C 80X200 ซม. สีขาว ไม่เจาะลูกบิด,https://www.homepro.co.th/p/1242195,ประตูภายนอก UPVC ECO DOOR รุ่น UPVC2C ขนาด 80 x 200 ซม. สีขาว (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60255377,ประตูภายนอก UPVC ECO DOOR รุ่น UPVC2C ขนาด 80 x 200 ซม. สีขาว (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60255377,100
CORRECT,NO,ประตูภายนอก UPVC PARAZZO MG005 80X200 ซม. สีขาว เจาะลูกบิด,https://www.homepro.co.th/p/248012,ประตูภายนอก UPVC MASTERWOOD รุ่น MG005 ขนาด 80 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60245234,ประตูภายนอก UPVC MASTERWOOD รุ่น MG005 ขนาด 80 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60245234,100
INCORRECT,YES,ประตูภายนอก UPVC MODERNWOOD REVO MWR002 90X200 ซม. สีขาว เจาะลูกบิด,https://www.homepro.co.th/p/1194270,ประตูภายนอก UPVC MASTERWOOD รุ่น MN002 ขนาด 80 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60084152,ประตูภายนอก UPVC MASTERWOOD รุ่น MN003 ขนาด 90 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60084161,95
INCORRECT,YES,ประตูภายนอก UPVC AZLE MD-5 80X200 ซม. สีขาว เจาะลูกบิด,https://www.homepro.co.th/p/1094173,ประตูภายนอก UPVC MASTERWOOD รุ่น MNM01 ขนาด 80 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60311945,ประตูภายนอก UPVC ECO DOOR รุ่น TLW ขนาด 80 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60387911,95
INCORRECT,YES,ประตูภายในเมลามีน AZLE VALENTINO 80X200 ซม. สีน้ำตาล ไม่เจาะลูกบิด,https://www.homepro.co.th/p/1229258,ประตูภายใน HDF ปิดผิวเมลามีน เซาะร่องแนวตั้ง 1 เส้น วนชัย ขนาด 80 x 200 ซม. สีเทา (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60369729,ประตูภายใน HDF ปิดผิวเมลามีน วนชัย รุ่น MAG1 ขนาด 80 x 200 ซม. สีเทา (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60369728,95
CORRECT,NO,ประตูภายใน HDF AZLE ลานนา 6 ลูกฟัก 80X200 ซม. สีรองพื้น,https://www.homepro.co.th/p/1173566,ประตูภายใน 6 ลูกฟัก HDF วนชัย รุ่น ลานนา ขนาด 80 x 200 ซม. สีรองพื้นขาว (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60110464,ประตูภายใน 6 ลูกฟัก HDF วนชัย รุ่น ลานนา ขนาด 80 x 200 ซม. สีรองพื้นขาว (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60110464,95
INCORRECT,YES,ชุดประตูห้องน้ำพร้อมวงกบ PVC AZLE AZ-P2 เกล็ดล่าง UV 70X200 ซม. สีขาว,https://www.homepro.co.th/p/1192402,ประตูภายใน PVC บานเกล็ดล่าง มอก. เคลือบ UV D.D.DOOR รุ่น P2 ขนาด 70 x 200 ซม. สีขาว (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60319461,วงกบประตู PVC POLYWOOD ขนาด 70 x 200 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60255379,95
CORRECT,NO,ประตูห้องน้ำ UPVC ECO-DOOR PG2 70X200 ซม. สีขาว เจาะลูกบิด,https://www.homepro.co.th/p/1200647,ประตูภายใน UPVC ECO DOOR รุ่น PG2 ขนาด 70 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60368107,ประตูภายใน UPVC ECO DOOR รุ่น PG2 ขนาด 70 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60368107,100
CORRECT,NO,ประตูภายใน UPVC ECO-DOOR PX1 80x200 ซม. สีน้ำตาล ทูโทน ไม่เจาะลูกบิด,https://www.homepro.co.th/p/1254967,ประตูภายใน UPVC ECO DOOR รุ่น PX1 ขนาด 80 x 200 ซม. สีโอ๊กทูโทน (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60387827,ประตูภายใน UPVC ECO DOOR รุ่น PX1 ขนาด 80 x 200 ซม. สีโอ๊กทูโทน (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60387827,95
CORRECT,NO,ประตูห้องน้ำ UPVC ECO-DOOR PD1 70X200 ซม. สีครีมเทา ทูโทน เจาะลูกบิด,https://www.homepro.co.th/p/1242188,ประตูภายใน UPVC ECO DOOR รุ่น PD1 ขนาด 70 x 200 ซม. สีครีมทูโทนเทา (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60416137,ประตูภายใน UPVC ECO DOOR รุ่น PD1 ขนาด 70 x 200 ซม. สีครีมทูโทนเทา (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60416137,100
INCORRECT,YES,ประตูภายนอก UPVC PARAZZO MN002 80X200 ซม. สีขาว เจาะลูกบิด,https://www.homepro.co.th/p/217077,ประตูภายใน UPVC Revo 2 ลูกฟัก MASTERWOOD รุ่น MI02 ขนาด 80 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60301473,ประตูภายนอก UPVC MASTERWOOD รุ่น MN002 ขนาด 80 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60084152,95
CORRECT,NO,ประตูห้องน้ำ UPVC PARAZZO ML002-S 70X200 ซม. สีขาว เจาะลูกบิด,https://www.homepro.co.th/p/1038237,ประตูภายใน UPVC Revo 2 ลูกฟัก MASTERWOOD รุ่น MPSW002-I ขนาด 70 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60388002,ประตูภายใน UPVC Revo 2 ลูกฟัก MASTERWOOD รุ่น MPSW002-I ขนาด 70 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60388002,95
INCORRECT,YES,ประตูห้องน้ำ UPVC PARAZZO ML003 70X200 ซม. สีขาว เจาะลูกบิด,https://www.homepro.co.th/p/237127,ประตูภายใน UPVC Revo MASTERWOOD รุ่น MPSW008-I ขนาด 70 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60322004,ประตูภายนอก UPVC ECO DOOR รุ่น W2 ขนาด 70x200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60416405,95
CORRECT,NO,ประตูภายใน UPVC MODERNWOOD MWIR01 80X200 ซม. สีขาว ไม่เจาะลูกบิด,https://www.homepro.co.th/p/1194284,ประตูภายใน UPVC Revo แว็คร่อง MASTERWOOD รุ่น MI01 ขนาด 80 x 200 ซม. สีขาว (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60322005,ประตูภายใน UPVC Revo แว็คร่อง MASTERWOOD รุ่น MI01 ขนาด 80 x 200 ซม. สีขาว (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60322005,95
INCORRECT,YES,ประตูห้องน้ำ UPVC AZLE TROPICAL 70X200 ซม. สีขาว พร้อมวงกบ ไม่เจาะลูกบิด,https://www.homepro.co.th/p/1247999,ประตูภายใน UPVC กระจกลายดอกไม้ พร้อมวงกบ HI DOOR รุ่น A-023/SU-19 ขนาด 70 x 200 ซม. (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60249118,วงกบประตู UPVC ECO DOOR รุ่น UR-100 ขนาด 70 x 200 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60368109,90
INCORRECT,YES,ประตู UPVC ASARA G925 ดอกซากุระ 70x200 ซม. สีขาว พร้อมวงกบ ไม่เจาะลูกบิด,https://www.homepro.co.th/p/1157824,ประตูภายใน UPVC กระจกลายดอกไม้ พร้อมวงกบ HI DOOR รุ่น A-023/SU-20 ขนาด 70 x 200 ซม. (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60249119,ประตูภายนอก UPVC ECO DOOR รุ่น W2 ขนาด 70x200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60416405,70
INCORRECT,YES,ประตูภายใน UPVC PARAZZO PUN06 80X200 ซม. สี TEXES OAK เจาะลูกบิด,https://www.homepro.co.th/p/1110132,ประตูภายใน UPVC เซาะร่อง CONNEX รุ่น CH11 ขนาด 90 x 200 ซม. สีช็อกโกแลต (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60308770,ประตูภายใน UPVC เซาะร่อง CONNEX รุ่น LT13 ขนาด 80 x 200 ซม. สีลัตเต (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60308766,90
INCORRECT,YES,ประตูภายใน UPVC AZLE LT-06 80X200 ซม. สี BROWNIE OAK เจาะลูกบิด,https://www.homepro.co.th/p/1073298,ประตูภายใน UPVC เซาะร่อง CONNEX รุ่น LT13 ขนาด 80 x 200 ซม. สีลัตเต (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60308766,ประตูภายใน UPVC Revo 2 ลูกฟัก MASTERWOOD รุ่น MI02 ขนาด 80 x 200 ซม. สีขาว (เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60301473,80
CORRECT,NO,ประตูภายใน WPC ปิดผิว PVC ECO-DOOR WP3 80X200 ซม. สีน้ำตาล ทูโทน ไม่เจาะลูกบิด,https://www.homepro.co.th/p/1254973,ประตูภายใน WPC ECO DOOR รุ่น WP3 ขนาด 80 x 200 ซม. สีโอ๊กทูโทน (ไม่เจะลูกบิด),https://www.thaiwatsadu.com/th/sku/60422213,ประตูภายใน WPC ECO DOOR รุ่น WP3 ขนาด 80 x 200 ซม. สีโอ๊กทูโทน (ไม่เจะลูกบิด),https://www.thaiwatsadu.com/th/sku/60422213,95
CORRECT,NO,ประตูภายใน WPC ปิดผิว PVC ECO-DOOR WP4 80X200 ซม. สีครีม ทูโทน ไม่เจาะลูกบิด,https://www.homepro.co.th/p/1254966,ประตูภายใน WPC ECO DOOR รุ่น WP4 ขนาด 80 x 200 ซม. สีครีม (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60416140,ประตูภายใน WPC ECO DOOR รุ่น WP4 ขนาด 80 x 200 ซม. สีครีม (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60416140,100
CORRECT,NO,ประตูไม้สนนิวซีแลนด์ ไม่เจาะลูกบิด MODERN DOORS CE-04 ลวดลาย 80X180 ซม. สีธรรมชาติ,https://www.homepro.co.th/p/1281998,ประตูภายในไม้สน WINDOORS รุ่น CE-04 ขนาด 80 x 180 ซม. สีธรรมชาติ (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60423983,ประตูภายในไม้สน WINDOORS รุ่น CE-04 ขนาด 80 x 180 ซม. สีธรรมชาติ (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60423983,100
CORRECT,NO,ประตูไม้ดูริโอ MODERN DOORS CE-21 ลวดลาย 80X200 ซม. สีธรรมชาติ ไม่เจาะลูกบิด,https://www.homepro.co.th/p/1223546,ประตูภายในไม้ดูริโอ WINDOORS รุ่น CE-21 ขนาด 80 x 200 ซม. สีธรรมชาติ (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60362676,ประตูภายในไม้ดูริโอ WINDOORS รุ่น CE-21 ขนาด 80 x 200 ซม. สีธรรมชาติ (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60362676,100
CORRECT,NO,ประตูไม้ดูริโอ MODERN DOORS CE-25 ลวดลาย 80X200 ซม. สีธรรมชาติ ไม่เจาะลูกบิด,https://www.homepro.co.th/p/1234027,ประตูภายในไม้ดูริโอ WINDOORS รุ่น CE-25 ขนาด 80 x 200 ซม. สีธรรมชาติ (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60388497,ประตูภายในไม้ดูริโอ WINDOORS รุ่น CE-25 ขนาด 80 x 200 ซม. สีธรรมชาติ (ไม่เจาะลูกบิด),https://www.thaiwatsadu.com/th/sku/60388497,100
CORRECT,NO,ประตูบานสวิงเดี่ยว อะลูมิเนียม WINDOW ASIA 100x205 ซม. สีขาว,https://www.homepro.co.th/p/272466,ประตูอะลูมิเนียมบานสวิงเดี่ยว NK รุ่น กระจกใสเขียว ขนาด 109 x 204 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60195213,ประตูอะลูมิเนียมบานสวิงเดี่ยว NK รุ่น กระจกใสเขียว ขนาด 109 x 204 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60195213,90
CORRECT,NO,ประตูบานเลื่อน อะลูมิเนียม S-S มุ้ง WINDOW ASIA F10 160X205 ซม. สีขาว,https://www.homepro.co.th/p/1128473,ประตูอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 160 x 205 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60277551,ประตูอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 160 x 205 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60277551,95
CORRECT,NO,ประตูบานเลื่อน อะลูมิเนียม S-S มุ้ง LYNN PRIME SERIES 200x205 ซม. สีขาว,https://www.homepro.co.th/p/1081560,ประตูอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 200 x 205 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60277552,ประตูอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 200 x 205 ซม. สีขาว,https://www.thaiwatsadu.com/th/sku/60277552,95
CORRECT,NO,ประตูบานเลื่อน อะลูมิเนียม S-S มุ้ง WINDOW ASIA F10 200X205 ซม. สีดำ,https://www.homepro.co.th/p/1164089,ประตูอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 200 x 205 ซม. สีดำ,https://www.thaiwatsadu.com/th/sku/60277559,ประตูอะลูมิเนียมบานเลื่อน FRAMEX รุ่น 2 บาน+มุ้ง SS ขนาด 200 x 205 ซม. สีดำ,https://www.thaiwatsadu.com/th/sku/60277559,95
